Speaker Name,イン点,アウト点,文字起こし,色選択
石川,00:07:57:00,00:07:59:00,権力構造みたいなのを生むよね,Violet
ライラ,00:07:59:00,00:08:01:00,そうなんですよねだからこう,Rose
ライラ,00:08:03:00,00:08:06:00,変にみんな褒めすぎないというか,Rose
ライラ,00:08:06:00,00:08:08:00,もちろん物としては素晴らしいんだけど,Rose
ライラ,00:08:09:00,00:08:12:00,障害者がこんなものをやりましたって言うと,Rose
ライラ,00:08:13:00,00:08:16:00,全ての障害がある人がこんなことできるんだっていう,Rose
ライラ,00:08:17:00,00:08:20:00,解釈にもなりかねないし,Rose
ライラ,00:08:20:00,00:08:24:00,それを見たまだこういうものに関われてなかったり,Rose
ライラ,00:08:24:00,00:08:26:00,やったことのない障害がある人が,Rose
ライラ,00:08:26:00,00:08:29:00,でも自分ってこんなことできないなっていう,Rose
ライラ,00:08:29:00,00:08:33:00,劣等感が生み出してしまったりすることもあるから,Rose
ライラ,00:08:33:00,00:08:40:00,その文脈的な社会的な文脈をしっかり考えてやることの,Rose
ライラ,00:08:40:00,00:08:46:00,インクルーシブにおいては特にそこはすごい重要かなって思いますね,Rose
ライラ,00:08:46:00,00:08:47:00,このプロジェクトやってて,Rose
石川,00:08:47:00,00:08:53:00,とてもいいお話を聞いた,Violet
ライラ,00:08:56:00,00:08:57:00,いや面白い,Rose
ライラ,00:08:57:00,00:08:58:00,私が思っていることをすごい,Rose
石川,00:08:58:00,00:09:01:00,デジャイン教育に活かせるわ俺の,Violet
ライラ,00:09:03:00,00:09:08:00,一緒にやりましょう2人で観察の授業をやったら面白いですよね,Rose
ライラ,00:09:08:00,00:09:09:00,フィールドライクしたいの,Rose
ライラ,00:09:09:00,00:09:11:00,したいです絶対面白い,Rose
ライラ,00:09:11:00,00:09:16:00,私も母がインクルーシブデザイン日本に持ってきた方なんで,Rose
ライラ,00:09:16:00,00:09:21:00,常に母と出かけてる時に100m進むのに30分かかるんですよ,Rose
ライラ,00:09:22:00,00:09:24:00,なんか見つけちゃうからみたいな,Rose
ライラ,00:09:25:00,00:09:27:00,お母さんとか言いながら,Rose
ライラ,00:09:27:00,00:09:31:00,あここ面白いね何気なくこうなっている形が見て感じ,Rose
話者3,00:09:38:00,00:09:40:00,いやあの 最後まで確かにも,Lavender
話者3,00:09:40:00,00:09:42:00,ぜひかさんとと 全くどうか,Lavender
話者3,00:09:43:00,00:09:48:00,面白い話で締めかけていただいて僕のあの 汚い質問を完全に,Lavender
話者3,00:09:49:00,00:09:54:00,1回目しておいてというか聞きたかったことをまさに聞いていただいてありがとうございました,Lavender
話者3,00:09:54:00,00:09:56:00,じゃあこの後はもうあの,Lavender
話者3,00:09:56:00,00:09:58:00,まさにこのフィールドワークをですね,Lavender
話者3,00:09:59:00,00:10:03:00,改めて屋上庭園で軽くしてみてですね,Lavender
話者3,00:10:03:00,00:10:07:00,その間で少しホームページ用の写真をちょっと撮ったりするので,Lavender
話者3,00:10:08:00,00:10:11:00,最後はお二人のフィールドの観察を,Lavender
ライラ,00:10:12:00,00:10:13:00,なんか渋谷フォンできます?大丈夫?,Rose
ライラ,00:10:14:00,00:10:16:00,聞きたい聞きたい,Rose
ライラ,00:10:20:00,00:10:21:00,なんかやりましょう,Rose
ライラ,00:10:24:00,00:10:26:00,ちょっと飲み物を飲んでもいいですか,Rose
ライラ,00:10:26:00,00:10:27:00,先生なんか飲みます?,Rose
石川,00:10:27:00,00:10:28:00,飲みますんでしょう,Violet
石川,00:10:29:00,00:10:30:00,はい,Violet
ライラ,00:10:31:00,00:10:34:00,ちょっとお水持ってきますね,Rose
ライラ,00:10:46:00,00:10:47:00,こんにちは,Rose
ライラ,00:10:48:00,00:10:49:00,こんにちは,Rose
ライラ,00:10:49:00,00:10:51:00,あ、コーヒーやってるんだね,Rose
ライラ,00:10:52:00,00:10:54:00,新しいラベルだ,Rose
ライラ,00:10:54:00,00:10:55:00,かっこいい,Rose
ライラ,00:10:58:00,00:10:59:00,かっこいい,Rose
ライラ,00:10:59:00,00:11:01:00,これかっこいいね,Rose
ライラ,00:11:03:00,00:11:04:00,全部かっこいいけど,Rose
ライラ,00:11:06:00,00:11:07:00,これもかっこいい,Rose
ライラ,00:11:08:00,00:11:09:00,はみ出てるのがいいね,Rose
ライラ,00:11:11:00,00:11:12:00,さすがみんな,Rose
話者4,00:11:12:00,00:11:14:00,全部インパクトあります,Lavender
ライラ,00:11:15:00,00:11:16:00,これもいいね,Rose
ライラ,00:11:18:00,00:11:19:00,素晴らしい,Rose
ライラ,00:11:45:00,00:11:47:00,徳良さん水ってもないですよね,Rose
ライラ,00:11:48:00,00:11:50:00,ない?大丈夫?,Rose
ライラ,00:11:51:00,00:11:52:00,あっ、でもまあいいや,Rose
話者5,00:12:12:00,00:12:21:00,音が鳴るまでカードをタッチして,Lavender
ライラ,00:12:30:00,00:12:31:00,いいですよね,Rose
ライラ,00:12:32:00,00:12:34:00,手ぬくいもありますし,Rose
ライラ,00:12:36:00,00:12:37:00,先生,Rose
石川,00:12:37:00,00:12:38:00,ありがとうございます,Violet
ライラ,00:12:44:00,00:12:46:00,みんな食いつくんですよね,Rose
ライラ,00:12:52:00,00:12:55:00,クライアントさんが使うようによって,Rose
ライラ,00:12:55:00,00:12:59:00,また我々の次年度のデザインに活かせるんで,Rose
ライラ,00:13:03:00,00:13:06:00,あれ職員のみなんですよ渋谷区の,Rose
ライラ,00:13:15:00,00:13:19:00,写真は後で,Rose
ライラ,00:13:51:00,00:13:55:00,小野寺兄は今NHK大阪にいるんですか,Rose
話者5,00:13:55:00,00:13:57:00,今は旅行でただ,Lavender
ライラ,00:13:58:00,00:14:00:00,旅行で,Rose
話者3,00:14:00:00,00:14:02:00,旅行でってじゃなくて,Lavender
話者3,00:14:03:00,00:14:04:00,収録ですし,Lavender
話者5,00:14:05:00,00:14:06:00,ありがとうございます,Lavender
話者5,00:14:08:00,00:14:09:00,今日の午前中,Lavender
話者5,00:14:09:00,00:14:10:00,クラツの課税として,Lavender
話者5,00:14:10:00,00:14:12:00,大阪で収録してて,Lavender
話者5,00:14:13:00,00:14:14:00,そうなんですか,Lavender
話者5,00:14:14:00,00:14:15:00,おっ,Lavender
ライラ,00:14:25:00,00:14:32:00,2人があなた方2人が大阪の人 誰が大阪の人を収録,Rose
話者5,00:14:32:00,00:14:33:00,ああああああ,Lavender
ライラ,00:14:37:00,00:14:39:00,あそれもラジオするもこれ同じ番組,Rose
ライラ,00:14:42:00,00:14:48:00,すいません 2段があればぜひシガシガでですね,Rose
ライラ,00:14:49:00,00:14:53:00,海で海の前で あ、琵琶湖海,Rose
ライラ,00:15:04:00,00:15:05:00,絶対面白いよ,Rose
石川,00:15:10:00,00:15:14:00,出身が宇治なんで あ、そうなんですか?近いですね,Violet
ライラ,00:15:15:00,00:15:19:00,私は県境に住んでいて京都と シガノ,Rose
石川,00:15:20:00,00:15:21:00,じゃあぜひ,Violet
石川,00:15:23:00,00:15:25:00,ニンテンドーミュージアムを両方行って,Violet
石川,00:15:26:00,00:15:27:00,シガノササイドも行きたい,Violet
話者3,00:15:29:00,00:15:30:00,いいですね,Lavender
話者3,00:15:31:00,00:15:33:00,この後ちょっとだけ外出て,Lavender
話者3,00:15:35:00,00:15:37:00,写真撮影しながら,Lavender
話者3,00:15:38:00,00:15:39:00,その部分も最後,Lavender
話者3,00:15:39:00,00:15:41:00,今日本当に朝というか,Lavender
話者3,00:15:42:00,00:15:43:00,収録前に見た時と,Lavender
話者3,00:15:43:00,00:15:46:00,今日1時間お二人で喋って,Lavender
話者3,00:15:48:00,00:15:49:00,どう見え方が変わるか,Lavender
話者3,00:15:50:00,00:15:53:00,さっき聞きそびれたことでもいいですし,Lavender
話者5,00:15:53:00,00:15:55:00,大平さんが周りの話とかでもいいんですけど,Lavender
話者5,00:15:55:00,00:15:58:00,ぜひちょっと踏まえた感じで,Lavender
話者5,00:15:58:00,00:16:00:00,エンディングを撮りたいなと思いますので,Lavender
話者5,00:16:01:00,00:16:03:00,またちょっと寒いですけど,Lavender
話者3,00:16:03:00,00:16:05:00,少ししばらくの撮影を終了からよろしくお願いします,Lavender
話者3,00:16:06:00,00:16:07:00,じゃあ移動します,Lavender
石川,00:16:07:00,00:16:12:00,ここまで上がりと渋谷川の谷が見えますね,Violet
ライラ,00:16:12:00,00:16:13:00,ほんまですか?,Rose
石川,00:16:14:00,00:16:17:00,こうなっている。あそこが一番近い。,Violet
ライラ,00:16:19:00,00:16:20:00,えー、どこですか?,Rose
石川,00:16:23:00,00:16:24:00,この道ですか?,Violet
石川,00:16:25:00,00:16:33:00,この道が、その道が突き当たるこれが、低くなっているのが、渋谷川の谷ですね。,Violet
石川,00:16:33:00,00:16:34:00,なるほど。,Violet
石川,00:16:34:00,00:16:41:00,そこから、青山通りに向かって、こう、伸びて、上がっていくんですよね。,Violet
石川,00:16:41:00,00:16:43:00,青山通りが 一番高い,Violet
ライラ,00:16:45:00,00:16:50:00,私の母がよくあの 東京の地名は面白いって言って,Rose
ライラ,00:16:51:00,00:16:55:00,そのお茶の水っていう 美しい水っていう,Rose
ライラ,00:16:56:00,00:17:01:00,なんかすごい英訳するとすごい面白い なるほどくなるねっていう話を,Rose
ライラ,00:17:03:00,00:17:09:00,神楽坂とか。なかなか海外にはない名前。,Rose
ライラ,00:17:11:00,00:17:15:00,お茶の水も美しい水がなんちゃらって言ってたし、ちょっと覚えてないけど。,Rose
ライラ,00:17:16:00,00:17:18:00,そうやって東京を見ていくと面白いよね。,Rose
ライラ,00:17:19:00,00:17:26:00,私の父も建築やってたので、日本に留学に来た時には都市計画の研究をし、,Rose
ライラ,00:17:27:00,00:17:35:00,に来たか東京中をフィールドワークそうな いつも歩いているとここは収集し,Rose
ライラ,00:17:35:00,00:17:39:00,終身年の時にここよく歩いたがいいんだから,Rose
ライラ,00:17:43:00,00:17:56:00,母もあの彫刻できたんですけど 日本があまりにもわからなすぎたから写真に切り替えて写真を撮って撮った写真を分析して,Rose
ライラ,00:17:56:00,00:18:04:00,何だったんだろうって解釈するっていう風にそれ 日本を理解しようとしてたっていうのを聞いてそれは面白いなぁ,Rose
ライラ,00:18:05:00,00:18:14:00,何も読めないから当時50年前ですからそっか なるほどとりあえず写真撮って後で分析して自分は何を見たんだろうみたい,Rose
石川,00:18:15:00,00:18:20:00,面白いですね 面白いフィールドワーク,Violet
ライラ,00:18:20:00,00:18:25:00,上から人が見れるから好きなんだよね だって絶対見られてないじゃん,Rose
石川,00:18:26:00,00:18:31:00,あったわかり私たちが見られるんで向こうもなんか見られてると思ってないそうそれがすごい 私好きなんですよね,Violet
ライラ,00:18:32:00,00:18:37:00,それがあった なんかやっぱ東京に帰ってくるとみんな,Rose
ライラ,00:18:38:00,00:18:44:00,頑張らなきゃみたいな感じがすごいみんなからいい 感じてくるというか,Rose
ライラ,00:18:45:00,00:18:49:00,その人を見れないというか,Rose
ライラ,00:18:55:00,00:18:56:00,これもマップ,Rose
石川,00:18:56:00,00:18:57:00,そうですね,Violet
石川,00:18:57:00,00:18:58:00,今,Violet
ライラ,00:18:59:00,00:19:00:00,高度が分かるんですね,Rose
石川,00:19:00:00,00:19:02:00,今これ標高だけで,Violet
石川,00:19:03:00,00:19:05:00,こう見てるこの谷を,Violet
ライラ,00:19:06:00,00:19:08:00,これは今現在の標高の,Rose
ライラ,00:19:08:00,00:19:09:00,そうです,Rose
ライラ,00:19:10:00,00:19:11:00,22.34メートル,Rose
石川,00:19:12:00,00:19:13:00,地面はね,Violet
石川,00:19:13:00,00:19:14:00,それの上にさらに,Violet
ライラ,00:19:15:00,00:19:16:00,この建物が乗ってますからね,Rose
ライラ,00:19:17:00,00:19:18:00,もうちょっとありますけどね,Rose
ライラ,00:19:19:00,00:19:21:00,これなんていうアプリですか?,Rose
話者5,00:19:21:00,00:19:22:00,これはスーパー地形っていう,Lavender
ライラ,00:19:22:00,00:19:23:00,スーパー地形,Rose
ライラ,00:19:27:00,00:19:30:00,この地図を見てもらってメンバーさんに書いてほしいな,Rose
石川,00:19:30:00,00:19:31:00,なるほど,Violet
ライラ,00:19:32:00,00:19:34:00,結構そういうモチーフとかも地図とか,Rose
石川,00:19:34:00,00:19:35:00,ここが渋谷ですね,Violet
ライラ,00:19:36:00,00:19:37:00,谷ですね,Rose
ライラ,00:19:37:00,00:19:38:00,本当真ん中,Rose
石川,00:19:39:00,00:19:41:00,この原塚ちょうど,Violet
石川,00:19:41:00,00:19:42:00,ここが明治神宮で,Violet
ライラ,00:19:42:00,00:19:44:00,高いですね,Rose
石川,00:19:44:00,00:19:49:00,この渋谷川がこういって 宇田川と合流している方が渋谷川,Violet
ライラ,00:19:50:00,00:19:57:00,面白いこうやってみると するとねスーパー地形ね後で後で,Rose
ライラ,00:20:25:00,00:20:26:00,はい,Rose
話者4,00:20:26:00,00:20:29:00,はいまだいっぱいあるからね,Lavender
話者4,00:20:30:00,00:20:31:00,いいのいいのこれやってほしかった,Lavender
ライラ,00:20:32:00,00:20:33:00,かっこいいこれ好き,Rose
ライラ,00:20:35:00,00:20:36:00,めっちゃ原宿っぽいじゃん,Rose
ライラ,00:20:37:00,00:20:39:00,これもスタンプ,Rose
ライラ,00:20:39:00,00:20:40:00,うん全部スタンプです,Rose
ライラ,00:20:42:00,00:20:45:00,これもよく見たら影が交互に行ってるんですよ,Rose
ライラ,00:20:46:00,00:20:47:00,そういう遊び心,Rose
ライラ,00:20:51:00,00:20:53:00,ルールは無視するためにあるって,Rose
ライラ,00:20:53:00,00:20:55:00,私は思ってるんで,Rose
ライラ,00:21:00:00,00:21:01:00,これはオフレコですけど,Rose
ライラ,00:21:01:00,00:21:04:00,私もお土産あんま好きじゃないんですよ,Rose
ライラ,00:21:05:00,00:21:08:00,お土産プロジェクトって言われた時に,Rose
ライラ,00:21:08:00,00:21:10:00,お土産じゃないものをどうやって,Rose
ライラ,00:21:10:00,00:21:12:00,お土産で作れるんだろうっていう,Rose
ライラ,00:21:12:00,00:21:13:00,なるほどね,Rose
ライラ,00:21:13:00,00:21:14:00,面白いですね,Rose
話者5,00:21:22:00,00:21:24:00,景色がいいところって感じで,Lavender
話者5,00:21:24:00,00:21:27:00,最初の方のところまで歩いていて,Lavender
ライラ,00:21:30:00,00:21:33:00,ちょっとくらいの階段なら大丈夫です,Rose
話者5,00:21:34:00,00:21:39:00,でもね、ここの植物あって原宿に抜けてるって,Lavender
話者5,00:21:39:00,00:21:40:00,みんなが写真になってるここですね,Lavender
話者5,00:21:41:00,00:21:42:00,ここがいいかなと思って,Lavender
話者5,00:21:43:00,00:21:44:00,皆さんがいなくなってからです,Lavender
話者5,00:21:54:00,00:21:56:00,観光名所にもなってますよね,Lavender
ライラ,00:21:58:00,00:22:00:00,多分ここで写真を撮るって,Rose
ライラ,00:22:00:00,00:22:03:00,こうやって自分を背に撮るって,Rose
ライラ,00:22:04:00,00:22:06:00,意図はなかったでしょうね,Rose
ライラ,00:22:06:00,00:22:08:00,皆さん作るときに,Rose
ライラ,00:22:17:00,00:22:20:00,ちょっと木の枝とかここに置いておきたいですね,Rose
ライラ,00:22:20:00,00:22:22:00,子供がどうそれで遊ぶか私は,Rose
ライラ,00:22:24:00,00:22:28:00,見てみたいとか積み木みたいな石の積み木みたいな,Rose
ライラ,00:22:32:00,00:22:37:00,祝日と週末開けてるときは結構親子さんが,Rose
ライラ,00:22:37:00,00:22:46:00,来たりしますね。昨日もたまごっちのイベントが下であって、皆さんこう上がってきて,Rose
ライラ,00:22:47:00,00:22:51:00,「ママ、あそこ何?」みたいな感じで渋谷フォントに入ってきてもらったり,Rose
ライラ,00:23:00:00,00:23:01:00,どこ?どこで?,Rose
話者5,00:23:04:00,00:23:07:00,お二人で喋ってるの適当に私取りますので,Lavender
話者5,00:23:07:00,00:23:08:00,電源がちゃんとある,Lavender
石川,00:23:09:00,00:23:11:00,電源があるのすごい,Violet
石川,00:23:12:00,00:23:14:00,ご自由にお使いくださいって感じ,Violet
石川,00:23:17:00,00:23:18:00,仕事でいい,Violet
ライラ,00:23:18:00,00:23:19:00,仕事でいい,Rose
ライラ,00:23:19:00,00:23:20:00,ここに手ぶらあるし,Rose
ライラ,00:23:20:00,00:23:21:00,うん,Rose
ライラ,00:23:38:00,00:23:43:00,よくできてる あとこのなんか意外性がいいですよねヤシの木の,Rose
石川,00:23:44:00,00:23:50:00,いやーこれ ヤシの木は意外ですね,Violet
石川,00:23:50:00,00:23:54:00,オリーブ。これはオーストラリアの。,Violet
ライラ,00:23:57:00,00:24:02:00,そもそもランドスケープって植物に興味あるから、そっちの道に行くんですか?,Rose
石川,00:24:03:00,00:24:04:00,そういうやつもいますね。,Violet
石川,00:24:06:00,00:24:11:00,あとは、公園作りたいとかいうやつもいますね。,Violet
ライラ,00:24:11:00,00:24:14:00,じゃあ結構いろんな人がいろんな興味の…,Rose
石川,00:24:15:00,00:24:17:00,生き物が好きなやつもいますね。,Violet
ライラ,00:24:17:00,00:24:18:00,先生は?,Rose
石川,00:24:18:00,00:24:26:00,私は、庭が好きで、庭を作りたいなと思って。,Violet
ライラ,00:24:28:00,00:24:29:00,理想の庭って何ですか?,Rose
石川,00:24:34:00,00:24:43:00,昔は、結構、葛利休とか、作り込んだ芸術的な庭がいいと思ってたんですけど、,Violet
石川,00:24:44:00,00:24:47:00,だんだん普通の人の家の庭がいいなと言い始めてます,Violet
ライラ,00:24:50:00,00:24:53:00,ぜひうちの冷えないらの庭に来ていただいて,Rose
石川,00:24:54:00,00:24:55:00,イギリスに,Violet
