Speaker Name,イン点,アウト点,文字起こし,色選択
千葉,00:05:03:06,00:05:31:16,それで変わってるなって思うんですけど。でも歴史を踏まえてみると、ここ昔はちょっと向こうの方かな。巨大な天守閣があって、17世紀に巨大な天守閣があって、でも火事で燃えてということで、かつてはここにすごく目立つものがあって、多分そこが街の真ん中みたいな、そういう目印というか、そういう目立つものがあったと思うんですよね。 それで変わってるなと思うんですけど。でも歴史を踏まえてみる。 ここ昔は向こうの方かな。巨大な天守閣があって、7世紀に巨大な天守閣があって、でも火事で守り手ということではとしては、ここにすごく目立つものがあって、多分そこが街の真ん中みたいな、そういう目印というか、そういう目立つものがあったと思うんですよね。,Lavender
千葉,00:05:31:17,00:05:40:21,でも今はなくなっちゃったりしろって言ったら、なんか店主があるじゃないですか。だから店主のない城ないしろ店主が存在しないしろっていうのは、何ていうのかな、この江戸城の。面白いところかなと思っていて。 でも今はなくなっちゃっ。 にしろって言ったら、なんか店主があるじゃ。 だから店主は内緒にして、店主が存在しない白というのは、なんていうの。,Lavender
東島,00:05:40:22,00:05:41:10,白。,Violet
千葉,00:05:41:14,00:05:42:24,というのは、何ていうのか。,Lavender
東島,00:05:43:00,00:05:43:12,かな。,Violet
千葉,00:05:43:14,00:05:47:17,この江戸城の面白いところかなと思っていて。,Lavender
東島,00:05:47:17,00:05:53:13,そうですね。,Violet
千葉,00:05:53:15,00:06:10:23,ここ和田じゃないですか。でちょっと時間があったので。そこをちょっと見物してたんですよ。そしたらなんかこう説明板があって。それを見るとあの。和田プラモを作ったのは、それを中心になって作ったのは伊達政宗だって書いてあるんですよ。 ここはプラモじゃないですか。ちょっと時間があったので、そこと見物してたん。 そしたらなんかこう説明板があって、それを見るとあの話題を作ったのが中心になって作ったのは伊達政宗だった。,Lavender
千葉,00:06:11:00,00:06:27:00,で、伊達政宗って青葉城。仙台の青葉城を築いた人ですよね。で、東島さんと青山に来られてるから、来られたことがあるからご存知だと思いますけど、やっぱり青葉上も天守閣ないんですよ。そうなんです。そういう意味で共通してるんですけど。 伊達政宗って青葉町仙台の青葉町をついた人ですよね。で、当時3青山に来られてるから、来られたこともあるからだと思います。 やっぱり青葉上も天守閣ないんですよ。,Lavender
東島,00:06:27:04,00:06:29:18,そうなんですか。,Violet
千葉,00:06:29:20,00:06:59:12,やっぱりなんか目立つものがないでもないっていうのは。多分それなりの意味があって。きっと何か理由があって。徳川もその長い間の江戸時代の長い期間、それから伊達政宗も伊達政宗の場合って天守閣自体を立てなかったらしいんですけど、でも、ないっていう状態を維持したっていうのは、なんかそれなりに意味があったと思うんですよね。 そういう意味で共通してるんですけど。やっぱりなんか目立つものがないと。でもないっていうのは。多分それなりの意味があって。きっと何か理由があって、局側もその長い間の江戸時代の長い期間。それから伊達政宗も立正宗の場合で天守閣自体を立てなかったらしいんです。 でも、ないっていう状態を維持したっていうのは、なんかそれなりに意味があったと思うんですよね。それを踏まえて、実はちょっと小島さんの尻尾の方が。,Lavender
千葉,00:06:59:14,00:07:08:17,それを踏まえて、実はちょっと東島さんの尻尾のしっぽ額のことで考えたんです。本を読ませていただいて大変感銘を受けたんですが。とても面白かったんですけど、そこで特に。,Lavender
千葉,00:07:08:19,00:07:12:22,考えた本を読ませていただいてて感銘を受けた。,Lavender
東島,00:07:12:22,00:07:14:01,ありがとうございます。,Violet
千葉,00:07:14:03,00:07:19:23,とても面白かったんですけど、そこで特に。,Lavender
千葉,00:07:20:00,00:07:31:20,僕が注目したのが、やはり人って尻尾がない。後ろから生き物を見た時に、例えば哺乳類を見た時に一番注目するのって、目立つところって尻尾じゃないですか。でもそれが人がない。それはなぜかという問い立てはとても魅力的で惹きつけられたんですね。 僕が注目したのが、やはり人ってそこがない。 後から生き物を見たときに、例えば哺乳類を見たときに一番注目するのって目立つところで尻尾じゃ。,Lavender
東島,00:07:31:20,00:07:32:22,ないですか。尻尾だと思います。,Violet
千葉,00:07:32:24,00:07:41:04,でもそれが人がないのはなぜかという問い立てはとても魅力的で。,Lavender
東島,00:07:41:06,00:07:42:15,あり嬉しい。はい。,Violet
千葉,00:07:42:17,00:07:45:10,ここでちょっとお聞きしたいの。,Lavender
東島,00:07:45:10,00:07:48:04,は、人に。,Violet
千葉,00:07:48:09,00:08:02:15,で、ここでちょっとお聞きしたいのは、人と人っていうのは、例えば哺乳類で人みたいに尻尾がないないって言っていいのかどうか、ちょっとそこは後で説明していただきたいんですけど。尻尾がないっていうのはかなり特別なことなんでしょうかね。 人っていうのは例えばという類で、人みたいにスポがないって言っていいのかどうか、ちょっとそこは後で説明していただきたいんですけど。ここがないっていうのはかなり特別なことなんでしょうかね。,Lavender
東島,00:08:02:16,00:08:17:21,そうですね。少ないと思います。基本形はあるのがベースでないってなるとかなり限られてきて。あと極端に短いとかだとちょっといるんですけど、完全にないはかなり少ないです。モルモットぐらいじゃないですか。 そうですね。少ないと思います。基本形はあるのがベースでないってなるとかなり限られてきて。あと極端に短いとかだとちょっといるんですけど、完全にないはかなり少ないです。モルモットぐらいじゃないですかね。そうですね。,Violet
千葉,00:08:17:23,00:08:30:05,ああ、そうですか。そうすると、その尻尾がないっていうのは、人間にとってとても重要なことと考えていいわけですね。で、本の中で東島さんが特に強調しておられて、私の印象が残ったところ、説明があって、それは。 そうするとその尻尾がないっていうのは。人間にとってとても重要なことと考えているわけですね。,Lavender
千葉,00:08:30:07,00:08:41:04,本の中で当時さんが特に強調しておられて、私の印象が残ったところ説明があって、それは。,Lavender
千葉,00:08:41:06,00:08:48:02,尻尾が二人に尻尾がないということと、それから。 人が二人に尻尾がないということと、それから。,Lavender
千葉,00:08:48:03,00:08:53:09,2足歩行する、このことは実は関係がない。,Lavender
東島,00:08:53:11,00:08:54:00,んです。,Violet
千葉,00:08:54:00,00:09:03:11,2足歩行する、このことは実は関係がない。これは非常に強調して書いておられたところなんですけど、ここ、なぜそうなのか。これ結構僕も実はうっすらとそう思ってたところがあって、結構いろんな本を読むと、やっぱりそういうことが書いてあって、多くの人はそう信じてると思うんですよね。 これは非常に強調して書いておられたところなんですけど、ここ、なぜそうなのか。これ結構僕も実はうっすらと思ってたところが。,Lavender
東島,00:09:03:12,00:09:04:24,そうなん。,Violet
千葉,00:09:05:00,00:09:07:13,ですか。結構いろんな本を読むと。やっぱりそういうことが書いて。,Lavender
東島,00:09:07:13,00:09:08:09,あって。そうなんですよ。,Violet
千葉,00:09:08:11,00:09:15:15,でも、そうではないというのはどうしてなのか。 多くの人は信じてると思うんですよね。でもそうではないというのはどうしてなのか。,Lavender
東島,00:09:15:17,00:09:34:19,それは化石の証拠から結構はっきり分かっていまして、あの人に尻尾がないっていうのが、そもそも人上下と類人猿を含めての先祖からの共有の形質なんですけども、その尻尾がない一番古い化石がすでにまだ4足歩行で2足で歩いてないんですよ。 それはですね、化石の証拠から結構はっきり分かっていまして。あの人に尻尾がないっていうのが、そもそも人上下って類人猿を含めての先祖からの共有の形質なんですけども。その尻尾がない一番古い化石がすでにまだ4足歩行で2足で歩いてないんですよね。,Violet
東島,00:09:34:20,00:09:48:12,なので先に尻尾がなくなってからしばらく経ってから歩行を獲得したっていうふうに考えるのが自然で。なので尻尾の喪失の方が先に起きてるねっていう話は。 なので、先に尻尾がなくなってからしばらく経ってから2足歩行を獲得したっていうふうに考えるのが自然で。なので尻尾の喪失の方が先に起きてるねっていう話なんです。,Violet
千葉,00:09:48:14,00:09:53:08,そうするとじゃあ。 そうすると。,Lavender
千葉,00:09:53:10,00:10:07:02,今堂島さんが支持している。尻尾がなくなったその理由になる。一番想定できるというか。信頼できる考え方というのは何なんですかね。 今堂島さんが支持している尻尾がなくなった、その理由になる一番想定できるというか、信頼できる考え方というのは何なんですか。,Lavender
東島,00:10:07:02,00:10:27:21,正直、現時点だと何も積極的にこうだっていう証拠も、何かを否定する証拠も現時点でないので、何でも言えちゃうような状況ではあるんですけど。まず少なくとも今言われている仮説で一歩一番有力と、というか支持している人が多いのはゆっくり動いたからじゃないかなんですけど、あれはちょっと違うと思っていて。 難しいですね。正直、現時点だと、何も積極的にこうだっていう証拠も、何かを否定する証拠も現時点でないので、何でも言えちゃうような状況ではあるんですけど、まず少なくとも今言われている仮説で1個一番有力視というか、支持している人が多いのはゆっくり動いたからじゃないかという説なんですけど、あれはちょっと違うと思っていて。,Violet
東島,00:10:28:01,00:10:40:00,私自身は何か亡くなる積極的な理由があったんじゃないかなというふうには考えています。ならざるを得ない理由がなくなった方がよかった理由がどっちかがあったんじゃないかなと思って。 私自身は何か亡くなる積極的な理由があったんじゃないかなというふうには考えています。亡くならざるを得ない理由がなくなった方が良かった理由か、どっちかがあったんじゃないかなとは思っ。,Violet
千葉,00:10:40:00,00:10:57:14,じゃあ、何か無駄だからなくなったというわけではなくて、やっぱりないことというのが、何かしらとても生きていく上で、あるいはそれ以外の理由で、あるいは子孫を残したりする上で、何か有利なことがあって亡くなったというふうに考えていいわけですか。 てます。じゃあ、何か無駄だからなくなったというわけではなくて、やっぱりないことっていうのが、何かしらとても生きていく上で、あるいはそれ以外の理由で、あるいは子孫を残したりする上で、何か有利なことがあって亡くなったというふうに考えていいわけですか。,Lavender
東島,00:10:57:16,00:11:06:24,あるいは、その何かそういう積極的な理由ではなくて、発生学的な、それこそ制約によって作ることができなくなったという可能性もあるんじゃないかなと。 あるいは、何かそういう積極的な理由ではなくて、発生学的な、それこそ制約によって作ることができなくなったという可能性もあるんじゃないかなと。,Violet
千葉,00:11:07:05,00:11:38:03,例えば、ある、それは例えばこういうことですか。例えば、ある部分で何かしらの役に立つ、何でもそうですけど、例えば手を羽にしてしまうとものが掴めなくなるっていうのと同じような理屈で、あるいはシーソーみたいにこっちが上がったらこっちが下がるみたいな感じで尻尾があるとある何らかの仕事ができなくなる、機能が果たせなくなるということなんですかね。 例えば、それは例えばこういうことですか。例えば、ある部分で何かしらの役に立つ、何でもそうですけど、例えば手を羽にしてしまうとものが掴めなくなるというのと同じような理屈で、あるいはシーソーみたいにこっちが上がったらこっちが下がるみたいな感じで、ここがあるとある何らかの仕事ができなくなる、機能が果たせなくなるということなんですかね。,Lavender
東島,00:11:38:03,00:11:58:07,そうですね。例えば下半身の方の形成っていうと、尻尾の周りだと生殖器とか運動様式に非常に関わるようなところも、同じような遺伝子の仕組みで作っているところがあると思うので。例えばなんかこう、生殖器なり繁殖なり運動なりに必要な形質を獲得するために、何かのスイッチをオンにしなきゃいけない。 そうですね。例えば下半身の方の形成っていうと、尻尾の周りだと生殖器とか足とか運動様式に非常に関わるようなところも、同じような遺伝子の仕組みで作っているところがあると思うので、例えばなんか生殖器なり繁殖なり運動なりに必要な形質を獲得するために何かのスイッチをオンにしなきゃいけない。,Violet
東島,00:11:58:07,00:12:06:19,そうすると尻尾を作ることができないみたいな、そういうこっちが立ったらあっちが立たないみたいな、そういう関係があってもいいんじゃないかなと。 そうすると尻尾を作ることができないみたいな。そういうこっちが立ったらあっちが立たないみたいな、そういう関係があってもいいんじゃないかなとは思っ。,Violet
千葉,00:12:06:21,00:12:27:00,思っている。豆腐ですね。なるほど。わかりました。そうか。いや、逆にお聞きしたいんですけど。尻尾。哺乳類の尻尾って何の役に立つ。動物によってそれは違うと思いますが。逆にですね、逆にですね、尻尾って何の役にたつんですか。 たんです。そうです。なるほど。分かりましたが。逆にお聞きしたいんですけど。尻尾、哺乳類の尻尾って何だと。動物によってそれは違うと思いますが。逆にですね、逆にですね、尻尾って何の役にたつ。,Lavender
東島,00:12:27:02,00:12:42:23,一番あるのは運動でバランスをとるのが一番大事です。その祖先も木の上にいたので、バランスをとるためにはあった方が良かったはずなんですが、基本的にはあった方が良かったのに、なくなってるのが不思議なんですけど。 んです。なるほど。一番あるのはやっぱり運動でバランスをとるのが一番大事ですね。その祖先も木の上にいたので、バランスをとるためにはあった方が良かったはずなんですよ。機能的にはあった方が良かったのに、なくなってるっていうのが不思議なんですけど、それ以外だと社会的なシグナルとして使います。,Violet
東島,00:12:42:24,00:12:59:17,それ以外だと、社会的なシグナルとして使えば、群れの中の順位とか交尾OKとか、あとは仲間同士の信頼関係の確認だったり、威嚇だったりとか、あとは他だと脂肪の貯蓄とかもあります。 群れの中の順位とか、今交尾OKというサインだったりとか、あとは仲間同士の信頼関係の確認だったり、威嚇だったりとか、あとは他だと脂肪の貯蓄とかもありますね。,Violet
千葉,00:12:59:19,00:13:22:03,そこでちょっと気になったんですけど、今ちょっと気になったんですけど。当時さんの定義するしっぽ。例えばですね。あそこに櫓が立っていて。そこの屋根の上にシャチホコ。シャチホコ。日々の日々が揺らいで。日々から。あれって何か頭が。さっき。さっき見たんですけど。 そこでちょっと気になったんですけど、今ちょっと気になったんですけど。大島さんの定義する。例えばですね。ここに櫓が立っていて。そこの屋根の上に守備。シャチホコ。日々の守備が揺らいで。若いからあれって頭がさっき。さっき見たんですけど。,Lavender
千葉,00:13:22:05,00:13:35:06,さっきちょっと近くまで行ってみたんですけど。でもそこまで細かく見えなかったんですけど。頭が胴体の上の方が虎で、下側が魚なんです。 さすがさっきちょっと近くまで行ったんですけど。そこまで細かく見えなかったんですけど。頭が胴体の上の方が虎で、下側が魚なんですけど。,Lavender
東島,00:13:35:06,00:13:36:01,よね。 シャチだから。,Violet
千葉,00:13:36:01,00:13:43:19,跳ね上がってるじゃないですか。で、虎で頭が取られて。,Lavender
東島,00:13:43:21,00:13:44:12,魚いいですね。,Violet
千葉,00:13:44:13,00:13:56:21,それで跳ね上がってるじゃないですか。で、虎で頭が虎で魚だから脊椎動物でしょ。動物で。じゃあこのこの今尻尾って言ったけど。この社長このこの子のこの上がってるところ、あれは尻尾なんです。 脊椎動物。脊椎動物です。このこの今尻尾って言ったけど。この社長このこの子上がってるところ、あれは尻尾なんですか。,Lavender
東島,00:13:57:02,00:14:10:15,かと思いますけど。それはこのシャチホコのどこに排出口があるのかという問題があれば、拷問より後ろが尻尾なので。そこまでちゃんと描写してくれたらいいんですけど。 尻尾の一部だと思いますけど。それはこのシャチホコのどこにそう排泄口があるかという問題。肛門があれば肛門より後ろが尻尾なので。そこまでちゃんと描写してくれたらいいんですけど。,Violet
千葉,00:14:10:17,00:14:25:03,ああなるほど。じゃあ要は下半身は魚だから人魚だとか、それから人魚が違うかな。いずれにしても魚の尾びれは尻尾なんですか。 じゃあ要は下半身はだから人魚だとかそれから人形が違うか。 魚ではそこなんですかね。,Lavender
東島,00:14:25:05,00:14:36:00,そうですね。ピラピラのところはアタッチメントなんですけど、あの魚の焼き魚を食べてたら、肛門から後ろにちょっとだけ味があるじゃないですか。あれは尻尾です。 で、自体ピラピラのところはアタッチメントなんですけど、あの魚の焼き魚を食べてたら、肛門から後ろにちょっとだけ味があるじゃないですか。あれは尻尾です。カスっていう。,Violet
千葉,00:14:36:02,00:14:55:07,ここからこの部分がヒレがあって肛門があって、その間のところのちょっと細くなってるような。魚によってそれは違うでしょうけど、そこが尻尾なんですね。じゃあ鳥はどうなんですか。例えば最近ですね、ヤマドリ。ヤマドリって好きなんですよ。結構綺麗で。 があって、訪問があって、その間のところちょっと細くなっている。魚によってそれは違う。そこが尻尾なんですね。じゃあ鶏はどうなんです。例えば最近ですね。ヤマドリ。ヤマドリって好きなんですけど。,Lavender
東島,00:14:55:07,00:14:56:05,結構かっこいいですよね。,Violet
千葉,00:14:56:06,00:15:01:05,あれ大好きなんですけど、特に繁殖期になると、あれオスがこう。。 あれ大好きなんですけど。繁殖期になるとあれ雄が。,Lavender
東島,00:15:01:07,00:15:02:21,左のですね。,Violet
千葉,00:15:02:23,00:15:22:15,のヤマドリの左のあれはとても綺麗なんですよね。あれの尻尾は。今の話だと尻尾の長いところってほとんど尾羽なんですよね。尾羽ってヒレとヒレとは違うけど。でも骨は入ってないですよね。結果も入ってないし、筋肉もないですよね。 間取りの。そうです。綺麗なITの進歩は。今の話だと尻尾の長いところってほとんど尾羽な。 ですねってヒレとは違うけど、でも骨は入ってない。,Lavender
東島,00:15:22:15,00:15:23:02,入ってない。,Violet
千葉,00:15:23:03,00:15:28:15,ですね。結果も入ってないし、肉もないですよね。そうするとあれは尻尾ではないということになります。,Lavender
東島,00:15:28:15,00:15:30:12,よね。アタッチメントです。,Violet
千葉,00:15:30:14,00:15:39:13,そうするとあれは尻尾ではないということになりますよね。そうすると、その欲は実際には隠れちゃってるけど、その短いその尾羽のつけてる伸びている部分、あそこが鳥の尻尾という理解でいいですか。 実際には隠れちゃってるけど。2次回までに作ってる伸びている。ここが鶏の尻尾。,Lavender
東島,00:15:39:13,00:15:47:13,全部。ヤマドリも孔雀も左を無視したのが。 そうですね。ぼん尻までが尻尾ですだから全部ヤマドリも孔雀も左を無視して下のボン尻が尻尾ですね。,Violet
千葉,00:15:47:15,00:15:48:14,ほとんど見えない。,Lavender
東島,00:15:48:16,00:15:49:10,そうなん。,Violet
千葉,00:15:49:10,00:15:55:17,ほとんど見えない羽で見えなくなってるけど、でもあれは一応尻尾はある。だけどこのみんなが尻尾って言ってる部分は尻尾じゃない。もう一つですね。なんだろう。マニアックな質問していいですか。思いっきり。次はすごいマニアックなんですよ。 ですね。で、見えなくなってくる。でもあれは一応尻尾はあるんだけど、このみんなが尻尾って言ってる部分はじゃない。,Lavender
東島,00:15:55:17,00:15:57:05,あれは羽ですね。,Violet
千葉,00:15:57:08,00:16:01:17,もう一つですね。,Lavender
千葉,00:16:01:19,00:16:02:22,マニアックな。,Lavender
東島,00:16:02:22,00:16:03:15,全然。どうぞ。,Violet
千葉,00:16:03:16,00:16:05:15,すごいマニアックなん。,Lavender
東島,00:16:05:21,00:16:09:12,ここもだいぶマニアックに。 ですよ。シャチホコもだいぶマニアックでしたけど。,Violet
千葉,00:16:09:14,00:16:16:09,帰るって尻尾ないじゃないですか。オタマジャクシのこのここのこれは何なんて。あれは尻尾ですか。スポッ。なんですかあれ。あれでも脊索でしょ。骨じゃないでしょ。でも尻尾でいいんですか。 来ないじゃない。 オタマジャクシの。 これは。あれは尻尾。,Lavender
東島,00:16:16:10,00:16:19:05,ですか尻尾なんですか。,Violet
千葉,00:16:19:07,00:16:21:10,あれでも脊索でしょ。骨じゃない。,Lavender
東島,00:16:21:10,00:16:35:21,あれ。要請なのでギリギリなところではあるんですけど。一応。まあ一応機能的な進歩かなと思ってい。 米は入ってないんですけど一応。 オタマジャクシは尻尾なんです。あれは尻尾です。そうですね。そうなんですよ。あれ幼生なので。ギリギリなとこではあるんですけど。一応。まあ一応機能的な尻尾かなとは思います。まあまあ骨は入ってないんですけど。,Violet
千葉,00:16:35:21,00:16:40:16,でも脊椎動物に限るんですか。トンボだとかサソリの尻尾は入らないんですね。 でも脊椎動物にかけるんですか。一応コンゴだとか。サソリの尻尾は入らないん。,Lavender
東島,00:16:40:16,00:16:50:08,そうなんです。ボディプランが違いすぎて脊椎にはちょっと適応できない。なるほど。衝動性が。 ですね。そうなんです。あれだとボディプランが違いすぎて。脊椎にはちょっと適応できないんですよ。解剖学的な創造性が。,Violet
東島,00:16:50:10,00:17:01:04,どうなんですか。って。言われるんですけど。ちょっと違うんですけど。先に産卵感とかあるし。 そうなんですよ。たまに言われるんですね。トンボとかサソリの尻尾はどうなんですかと言われるんですけど。ちょっと違うんですよ。先に産卵感とかあるし。,Violet
千葉,00:17:01:06,00:17:07:10,進化進化の言い方ですると、あれは相当ではないけど。内。そうですね。にてます。,Lavender
東島,00:17:07:11,00:17:07:17,よね。にてますね。,Violet
千葉,00:17:07:17,00:17:53:02,進化進化の言い方ですると。あれは騒動ではないけどない。だけど似てますよね。羽多分昆虫だと尻尾腹部の端と呼ぶべきかもしれませんけど、あれと例えばネズミの尻尾。それが要するに彼ら脊椎動物、ネズミたち、人、それとトンボだとかショウジョウバエだとか、そのグループが分かれる。 分かれたのはすごく古い時代で、その古い時代に分かれた後で、それぞれ独立にその尻尾、哺乳類だとか脊髄、動物の尻尾それから昆虫の負担分、それが独立にできてきたものなので、ちょっと似たところはあるけど、構造は実際全然違いますけど、なんとなくにたところがあるのは、それは独立に出来上がったもので、いわゆる総じて掃除でもないか。 多分昆虫だとあの尻尾腹部の味かもしれませんけど、例えばネズミの尻尾、それが彼らの脊椎動物ネズミたちとそれとだとかそういう状態だとか、そのグループが分かれる。分かれたのはすごく古い時代で。その古い時代に分かれた後で、それぞれ独立にその尻尾購入済みだとか、脊髄動物の飼育とそれから昆虫の負担、それが独立にできてきたものなので、ちょっと似たところはあるけど、構造は実際違いますけど、なんとなく見たところがそれは独立に出来上がったもので、総じて今でもいずれにしても独立に,Lavender
千葉,00:17:53:02,00:17:56:24,できたもの。,Lavender
東島,00:17:56:24,00:17:57:07,ですね。そうです。,Violet
千葉,00:17:57:12,00:18:01:22,でもいずれにしても独立にできたものという理解ですね。そうするとですね、トンボの失敗なんて呼んだらいいんですか。 そうする。 トンボの尻尾はなんて言うんですか。,Lavender
東島,00:18:01:24,00:18:11:05,ね、あれは。あれは無責任に動物の体の端っこですかね。 あれはなんて言ったらいいんですかね笑あれは、あれは無脊椎動物の体の端っこですかね。なんて言ったらいいんだろう。ああ、そういう言い方もする時もあるんですよね。なんかシュートテールみたいな。,Violet
千葉,00:18:11:05,00:18:12:17,偽尻尾。,Lavender
東島,00:18:12:19,00:18:17:01,偽尻尾。そういう方もする時もあるんですよね。なんかシュートテールみたいな。,Violet
千葉,00:18:17:07,00:18:20:07,でもどんどんにしてみれば俺の尻尾は偽物かよとか言ってくる苦情が。 でも本当にしてみれば俺のスコア偽物かよ。,Lavender
東島,00:18:20:10,00:18:21:20,とか不名誉な話。,Violet
千葉,00:18:21:20,00:18:23:14,ですが。,Lavender
東島,00:18:23:16,00:18:31:19,宇城そうですね。全くそのっていう定義を考え直さないといけないなと。 そうなんですよね。不名誉な話です。そうですね。だから全くそのっていう定義を考え直さないといけないんだと思います。そもそも。,Violet
千葉,00:18:31:21,00:18:39:15,確かに。ただ考え方によって、例えばこういう考え方はどうですかね。確かに。 確かに。ただ考え方によって。例えばこういう考え方はどうですかね。確かに。,Lavender
千葉,00:18:39:17,00:19:06:20,ネズミの尻尾とトンボの尻尾、サソリの尻尾は別物だけど。でもそれを作る作るのに使っている設計図と言っていいのかな違うかな。アルゴリズムと言っていいのかな。要するに遺伝子のレベルの本の中で書かれてましたけれども、ウィンドだとかそれからウィンドウの下流で働くCDXだ。 ネズミの尻尾と点のしっぽ、サソリの尻尾は別物だけど。でもそれを作る作るのに使っている設計図でいいのかな違うかな。アルゴリズムと言っていいのかな。要するに遺伝子のレベルの本の中で書かれてましたけれども、ウィンドだとかウィンドの下流で働くEXだ。,Lavender
東島,00:19:06:20,00:19:07:14,とか。 とか。,Violet
