Speaker Name,イン点,アウト点,文字起こし,色選択
相馬,00:07:52:47,00:07:56:34,どっちでも… マップ? 私ここ初めて来たんですけど,Violet
藤井,00:07:56:39,00:08:30:56,東京湾 マップあります?それマップどこについてるの? 野鳥公園 ちょっとこっち違うものですよね 私が鳥ガイドを渡されていて、マップの方が野生の勘で導いてください。 私は鳥ガイド専門に。 鳶がいるほうがいいですよね 鳥がいる方がいいですよね。 せっかくなんで鳥の鳴き声がやっぱり聞こえたほうが,Rose
相馬,00:08:31:01,00:08:33:14,今こっち?,Violet
相馬1,00:08:33:19,00:08:34:20,でも。,Lavender
藤井1,00:08:34:25,00:08:39:10,この。,Lavender
藤井,00:08:39:15,00:08:43:07,これなんていう場所なんですか? ちなみにこれ 東京? こう,Rose
藤井,00:08:43:12,00:08:52:22,東京湾野鳥公園に行ったんですね はい じゃあ 歩いて行きますか,Rose
相馬,00:08:52:27,00:08:58:48,じゃあ、歩いていきますか? どっちに行ってもいいと思うんですよ。,Violet
藤井,00:08:58:53,00:09:02:46,こっちに行くのはどっちなんですかね はい はい,Rose
相馬,00:09:02:51,00:09:09:03,じゃあ…,Violet
藤井,00:09:09:08,00:09:26:42,大丈夫だと思います。右でも左でも。 こっち行きましょうかじゃあせっかくなんではいはい じゃあそっちで。 散歩しながらねお話できるなんてね そうですね。風流なことで。 風流なことで風流ですね,Rose
相馬,00:09:26:47,00:09:30:45,風流なことで。 私は北国から来たので。,Violet
藤井,00:09:30:50,00:09:38:34,ねえ北の寒い地からね本当に ここら辺は春っぽくていいなみたいな。 あもうねなんかちょっと咲いてるのかな,Rose
藤井,00:09:38:39,00:09:44:32,そうですね。こぶしですかね。こぶくれんかな。 3月ですけどねまだちょっと寒いですけどね今日ね こっちですか自然学習センターネイチャーセンター,Rose
藤井1,00:09:44:37,00:09:52:20,なのかな。,Lavender
相馬,00:09:52:25,00:10:02:33,教務関連で今日はこの辺に東京都にいたとか、そういうことですか? 今日はですねこの後東京でトークがありまして 教務ですか?,Violet
藤井,00:10:02:38,00:10:06:25,じゃあ今日トーク2つみたいな感じ。 まあこれがトークですね2人のトークですけど,Rose
相馬,00:10:06:30,00:10:12:37,これがトークですね。2人のトークですよね。 この後、ご講演がこの後あるから、ちょうど東京に来る予定があった。,Violet
藤井,00:10:12:42,00:10:18:42,そうですね夜にはい そうそうですそうですそうです,Rose
藤井,00:10:18:47,00:10:20:18,すごいご活躍ですよね。 いえ全然活躍じゃないですけど いやいやとんでもないそんな,Rose
藤井,00:10:20:23,00:10:25:00,最近フォローしてないんですけど、どんなことなさってるか。 でもなんかこれ奇妙なご縁というか,Rose
相馬1,00:10:25:05,00:10:27:14,通訳です。,Lavender
話者 1,00:10:27:18,00:10:28:30,か。,Lavender
藤井,00:10:28:35,00:10:36:32,大体私と藤井さんが出会ったのはライデンじゃないですか。 そうなんですそもそもが オランダで出会ってるんですよね そもそも。 日本人研究者同士なのに そうなんですよ,Rose
相馬1,00:10:36:37,00:10:37:45,来年ですか。,Lavender
藤井,00:10:37:56,00:10:41:58,どうして初対面はライデンです 招待がライデンでしたっていう いやかっこいいです,Rose
相馬,00:10:42:03,00:10:43:34,オランダですってちょっとかっこいいですよね じゃないと出会わないですよね,Violet
藤井,00:10:43:34,00:10:47:16,しかもアレですよねあのリズムの国際ワークショップで,Rose
藤井1,00:10:47:21,00:10:48:20,世界の流れ。,Lavender
相馬,00:10:48:21,00:10:50:03,リズムの国際ワークショップ そうなんですよね,Violet
藤井,00:10:50:08,00:10:53:57,いやーあれは衝撃的でしたよ こんな面白いことね,Rose
藤井,00:10:54:02,00:11:04:25,そうですか 私もかなり面白かったんですけど ドラムスティックは持っていらしたりしないんですか? リュックに入ってますよ リュックに入っております,Rose
相馬,00:11:04:30,00:11:08:37,やっぱり,Violet
相馬,00:11:08:41,00:11:13:22,はい 今日、ご公演でも使うとかそういうことあるんですか? 常に日常ドラムスティックは持ち歩いてらっしゃる?,Violet
藤井1,00:11:13:27,00:11:17:19,あるある。,Lavender
相馬,00:11:17:23,00:11:24:19,常にリュックに入ってます。 今日たまたま、たまたまじゃなくていつも入ってるんで入ってたっていう。 素敵,Violet
藤井,00:11:24:24,00:11:25:54,はい、そうなんです。 最近練習も頑張ってまして。,Rose
相馬,00:11:25:59,00:11:29:25,なるほど,Violet
相馬,00:11:29:30,00:11:33:06,練習も頑張ってまして。 ドラムの練習ね。 練習も頑張っています 練習も頑張っています,Violet
藤井,00:11:33:11,00:11:37:46,そうなんです。,Rose
藤井,00:11:37:51,00:11:41:21,これはでも? これね。 確かに。ここはちょっと。,Rose
藤井1,00:11:41:21,00:11:41:38,の人。,Lavender
話者 1,00:11:41:48,00:11:43:24,も。,Lavender
藤井,00:11:43:29,00:11:46:33,じゃあ黙っていた方がいい ん,Rose
相馬,00:11:46:38,00:12:00:46,ここは? アナウンス アナウンスなんですね なるほど 一部なんだ なるほど,Violet
話者 1,00:12:00:51,00:12:03:30,アナウンスの。,Lavender
藤井1,00:12:03:34,00:12:04:10,アナウンス。,Lavender
藤井,00:12:04:14,00:12:30:37,を なかなかの 本当だ ています なるほど なるほど これでもすごいですね。こっち全部ってことですか? 人に、もったいないぐらいのいいところです いいですね,Rose
藤井1,00:12:30:42,00:12:33:11,これでも。,Lavender
藤井,00:12:33:16,00:12:54:25,なんか喋っちゃうとネタがどんどんね どんどん ネタが、アナウンスにかぶさるペンのところ あらまたどんどんどんななんですよ,Rose
相馬,00:12:54:29,00:12:57:50,なるほど、わかりました。 まだ、こういったね。 どんどん、あらゆるいろんなナウンスがある。,Violet
藤井,00:12:57:55,00:13:05:18,これはこれがこっちかこれがこっちで 右なのかな はいはい,Rose
藤井,00:13:05:23,00:13:13:22,あれです、水辺をどっちにしても水辺に行くんですね。 水辺ですね 東観察は観察広場 観察広場ね,Rose
藤井1,00:13:13:26,00:13:18:11,に。,Lavender
相馬1,00:13:18:16,00:13:19:41,水を打っ。,Lavender
藤井,00:13:19:46,00:13:30:16,これどっち行きます? 観察広場的にはこっちですけど,Rose
相馬,00:13:30:21,00:13:34:09,こっちですかね どっちでもいいですか? どっちに行くと思う ひたすらここアナウンスが,Violet
藤井,00:13:34:14,00:14:00:36,確かに これずっとマイク入りそうな そうそう はい んー 喋ろうとしてもどんどんなんか市場からアナウンスが聞こえてくる ねえ そうですよね へぇー はい,Rose
相馬,00:14:00:41,00:14:09:38,話せるかもそれでえっと最近あのなんかあの 最初にお目にかかった頃は、ドラム演奏の 演奏する側の動きとか、そういう研究をされてたじゃないですか,Violet
藤井,00:14:09:43,00:14:14:27,はい そうですね,Rose
相馬,00:14:14:31,00:14:21:58,このお話をいただいた時に「鼻歌の研究が」っていう風に言われて 鼻歌の研究を指定されてるんですか?,Violet
藤井1,00:14:22:03,00:14:23:05,そうですね。,Lavender
藤井,00:14:23:09,00:14:27:09,鼻歌じゃない 歌の研究してますね,Rose
相馬,00:14:27:14,00:14:33:30,鼻歌じゃない?歌の研究?,Violet
藤井,00:14:33:35,00:14:38:47,ええ オペラ歌手の学生がいて どんな歌の研究をしてるんですか? はいオペラ歌手で自分も実践者なんですけど 例えばその,Rose
相馬,00:14:38:52,00:14:42:26,オペラ歌手?,Violet
藤井,00:14:42:31,00:14:51:18,歌唱を評価するとはどういうことかいい声ってねー 歌唱ってことですか? こう 人がねこの声いい声だなって言うんですけど どんな声がいい声なのかとかね まっつまり生物,Rose
相馬,00:14:51:23,00:14:57:58,確かに,Violet
藤井,00:14:58:02,00:15:04:21,他の生物の雇用 いいなって思うのはどういうことだろう 私はクリスティングの場所がない場所があるので、,Rose
相馬,00:15:04:26,00:15:16:20,オペラ歌手ってでも私あまりそういうの詳しくないので オペラ歌手の人のなんていうかあれってほとんど絶叫っていうか ちょっと強いよっていうか、あまり強要がない私のような人からすると、 なんかちょっとあんまり強要がない私のような人からすると なんかねちょっとなかなかあのちょっとねすごい音じゃないですか,Violet
藤井,00:15:16:25,00:15:27:11,そうなんですよ。結構先行研究があったりして、 そうなんですかやっぱあれ 有名な研究でいうと、SPRという指標があって、 スイミングパワーレイシオっていうんですけど オペラの歌手ってすごい響くような声を歌うじゃないですか ちょうどその2キロか4キロぐらいの 4kHzぐらいの上の成分の比率を,Rose
相馬1,00:15:27:16,00:15:28:44,すごいです。,Lavender
藤井1,00:15:28:44,00:15:37:19,か？そうなんですよね。偏見して。有名な研究と。,Lavender
藤井1,00:15:37:24,00:15:41:51,PRに。,Lavender
藤井1,00:15:41:55,00:15:48:50,オペラの。,Lavender
相馬,00:15:48:54,00:16:07:30,はぁ~ パワー比っていうんですかね そういうのを低量化するとすごいスキルのある歌唱者は そのSPRっていう指標が高く出る じゃあ多分私たちと思って、私たちが分かる人がこれがすごいという物理的なパフォーマンスとしてこの部分がすごいにあたりとかある程度ありそうだなということですか? 私たちが思って、私たちというか分かる人がこれはすごいっていうのの物理的なパフォーマンスとしてこの部分がすごいにあたるっていうのがある程度ありそうだということなんですね。,Violet
藤井,00:16:07:35,00:16:19:21,でもね、なかなか研究少なくて、それを実際の歌唱コンクールみたいな形式でやってる研究があんまりないんですよね。 それで研究室で歌唱コンクールみたいなのを模擬的に開催しちゃって,Rose
藤井,00:16:19:26,00:16:27:26,なるほど。 その順位をデータで全部記録して かつ審査員のどこが良かったかみたいな細かい審査のデータも全部記録して マイクでそれを全部音響データも取って そのSPRだけじゃなくて他の例えば声の大きさとか あるいはノイズの量とかいろいろ定量化して 一体何が効いてるのかみたいなことを調べたりとかね,Rose
藤井1,00:16:27:31,00:16:41:02,それでコンクールみたい。です。順位を全部記録して、最後みたいな。細かい。,Lavender
相馬,00:16:41:07,00:16:56:11,それってでもまさに私たちがやってる鳥のさえずりの歌の音響解析って本当に似てるんですね。 相変わらず私藤井さんと出会うと、うちら似たことをやっているみたいな。 めちゃめちゃ。 鳥いる、鳥いるちゃんといる、ちゃんといます。,Violet
相馬1,00:16:56:16,00:17:03:59,て。,Lavender
相馬1,00:17:04:03,00:17:09:11,てるのを。,Lavender
相馬,00:17:09:16,00:17:14:14,水辺。,Violet
藤井1,00:17:14:18,00:17:18:32,すごいですね。何と。,Lavender
相馬,00:17:18:37,00:17:20:04,大鷺ですかね。アオサギか大鷺かな。 グレーっぽかったらこれだと。,Violet
藤井,00:17:20:09,00:17:24:48,青サギ? はい、大サギ,Rose
藤井,00:17:24:53,00:17:28:49,白いの。大鷺、小鷺とかの私は大小のプレッツはつかないので、 白いやつが今歩いている。 はい はい はい サギ類がいますか 日本のサギでは最大の大きさ,Rose
相馬1,00:17:28:53,00:17:30:41,だったらこれ。,Lavender
藤井,00:17:30:46,00:17:41:41,日本の鷺では最大の大きさ? アオサギ最近増えてるって言いますよね。 160センチ? そんなに大きいんですか?,Rose
藤井,00:17:41:45,00:17:50:20,犬の散歩していると大体犬がビビりますよね。 これ大詐欺とかいると。 なるほどね。 白鷺とも呼ばれる。 鳥の中では最も大型。 くちばしの色は主に冬は黄色! 夏は黒色。 これはもう3月は。 ちゃんと鳥色もいるので、,Rose
藤井1,00:17:50:25,00:17:52:08,そうですか。,Lavender
相馬1,00:17:52:13,00:17:55:25,じゃないですか。,Lavender
相馬1,00:17:55:30,00:17:59:31,これ。,Lavender
藤井,00:17:59:35,00:18:21:52,結構ちゃんと鳥いるんだ。 なんか、それなりに本当に野鳥公園だっていう感じがいたしますね いいですね 私、バードウォッチングしないんで 研究時どうするんですか,Rose
相馬,00:18:21:57,00:18:28:45,そうそう、私 え、でも私、鳥の研究者じゃなくて 動物の社会行動とかコミュニケーションの研究者なので,Violet
相馬,00:18:28:50,00:18:33:30,トリの植物の植物の植物の植物の植物の植物の植物の植物の植物の 鳥別に好きじゃなくてもいいんですよ あれ?みんな私鳥好きじゃないっていうと なんかギョッとされるんですけど あのー、いやだからこういうところ来て、あのね、あの鳥は何ですか?とか聞かれたと絶対困るんですよ。 めっちゃ聞きちゃいましたけど。 カンペがここにあってよかったーみたいな。 だから、そことかちょっと、なんていうの、あんまり、なんていうんですか、あんまりちょっと私に突っ込まれると、え、わかんないですみたいな。,Violet
相馬1,00:18:33:35,00:18:40:36,動物。,Lavender
藤井1,00:18:40:41,00:18:47:14,そうなんですね。,Lavender
相馬1,00:18:47:19,00:18:52:52,これってね。,Lavender
藤井1,00:18:52:57,00:18:57:24,あるんですけど。,Lavender
藤井,00:18:57:29,00:19:03:14,なるほど コミュニケーションとか行動ね,Rose
相馬,00:19:03:19,00:19:10:58,コミュニケーションとか行動は好きなんですけど、 鳥の分類はわかんないですよ、私は。,Violet
話者 1,00:19:11:03,00:19:15:28,だからこの。,Lavender
相馬,00:19:15:33,00:19:24:29,なりますよ。最近のメインな研究は、 飛行像とかの騒音がどれだけ鳥のコミュニケーションを阻害しているかっていうのがありまして、 人工騒音、照明とかもそうですけど、人の活動がどれだけ阻害するかっていうのはよくありますね。,Violet
話者 1,00:19:24:34,00:19:28:15,と、対象となります。,Lavender
藤井,00:19:28:19,00:19:46:29,なるほどね こうでは野鳥公園のこの関係でなかなかレアなんですかね東京のしかもこんな あっそうですかいいところ,Rose
藤井,00:19:46:34,00:19:49:38,いいとこだと思います。 どっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっ,Rose
相馬,00:19:49:43,00:19:56:08,素敵なんじゃないですか。 だからここまで来ると、いろんな方が皆さんにご覧になっているかな。,Violet
相馬,00:19:56:13,00:20:06:32,やっぱり、タイミングを避けるとか、生息域を少しずらすとか、 できるものは少しピッチをずらすとか、ピッチずらすんですか? ピッチずらせるのはやっぱり難しいと思うんですけど、 あと鳥って持ち歌があるので、,Violet
藤井1,00:20:06:37,00:20:10:13,飛行機というか。,Lavender
相馬1,00:20:10:18,00:20:14:29,やっぱり。,Lavender
相馬1,00:20:14:33,00:20:21:29,タイミングとか。,Lavender
藤井,00:20:21:34,00:20:25:52,持ち歌があるからピッチがあまり被らなさそうな,Rose
藤井1,00:20:25:57,00:20:26:34,そうそう。,Lavender
相馬,00:20:26:39,00:20:42:30,持ち歌がピッチがあまり被らなさそうな持ち歌で行くみたいなことをやると言われてますね そういうことね 持ち歌っていうのは特定の手圧帯域で歌うっていうのはそもそも 分布があるっていう ある程度はあるんだと思うんですよ 要するに音符的にどの音符使ってる歌なのかっていう でも私たちがやってるような鳥は実はあんまりその影響出なくて,Violet
藤井1,00:20:42:35,00:20:47:42,たっていうのは、歌うっていうのはそもそもが。,Lavender
相馬,00:20:47:47,00:21:01:41,あそうですかってないんですか 飼育ね見ましたよ研究室ねあのご訪問させていただいた時に 飼育でやってるんですよ,Violet
相馬,00:21:01:46,00:21:04:23,そうですよね でもそうすると彼らは実はちょっと騒音があるぐらいが好きみたいな,Violet
藤井,00:21:04:28,00:21:07:21,好きなんですか,Rose
相馬,00:21:07:26,00:21:10:25,だから防音箱ってお使いになります?研究とかで,Violet
藤井,00:21:10:29,00:21:12:39,あのボーンしてドラム叩いてます,Rose
相馬,00:21:12:44,00:21:13:42,そういう やっぱりそうですよね そうするとあれってすごい静寂じゃないですか,Violet
相馬,00:21:13:47,00:21:21:08,めっちゃ静寂ですね だから鳥からするとあそこでさあ歌ってごらんってなると やっぱりそれも嫌みたいで,Violet
藤井,00:21:21:13,00:21:24:19,なんかちょっと緊張しますね確かにね,Rose
相馬,00:21:24:24,00:21:30:37,私たち使う無音箱って結構吸音剤入ってますね。 だから反響しないようになってて、 すごく音が吸音されていく感じって嫌みたい。 嫌なんじゃないかなと思うんですけど。 ガサガサしてた方がいいんじゃないかっていうのもあって、 こういう飛行機のすごいノイズが来たら嫌かもしれないですけど、 全くすごく人工的な無音も、 人間にしても自分が何もしないでいられてたら結構ストレスが,Violet
藤井1,00:21:30:41,00:21:31:48,緊張します。,Lavender
相馬1,00:21:31:53,00:21:35:55,私。,Lavender
相馬1,00:21:36:00,00:21:43:27,はすごく気を使ってやりたいんだけど。,Lavender
藤井1,00:21:43:32,00:21:47:23,そこがいいんじゃないかっていう。,Lavender
藤井,00:21:47:23,00:22:05:39,無教室とか入るとね、違和感あるんじゃないですか? 違和感あるんじゃないですか。 なんかいかにこう普段の生活の音環境がね、なんかいろんな音の中で生きてるんだなって,Rose
藤井1,00:22:05:44,00:22:09:54,よくある感じします。,Lavender
藤井,00:22:09:59,00:22:37:01,そうですよね。 すごい感じますよね 入ってみますか 入ってみますか。 人がたくさんいらっしゃいますけど。 どうぞ すみません、ありがとうございます すいません。ありがとうございます。 どうぞ、いやもうそんなのね、どうぞ なんか、あったか、単調がいるし こっちは暖かいですね あったかいですね。むしろ暑くなっちゃうね 日本の野鳥 グッズが あら、いっぱい,Rose
藤井,00:22:37:06,00:22:45:38,あ、ここ工事中で すごい、鳥の重さ比べて何ですか?これ 鳥の重さを振らべて、ここ 鳥と同じ重さ、そういうことね あれ? 持ってみてはいかがでしょうっていうこと じゃあ鳥の重さを,Rose
藤井,00:22:45:43,00:22:58:26,あ、結構重い 鶏って結構重いのね カモ類 結構重い まあまあ重いですね 結構重いわ これはまあまあですね なるほどね 鳥の これちょっと測れるんですね 1.1キロぐらいですね,Rose
藤井1,00:22:58:31,00:23:00:32,カモ類です。,Lavender
相馬1,00:23:00:37,00:23:01:22,よ。,Lavender
藤井1,00:23:01:26,00:23:04:26,ね。,Lavender
相馬,00:23:04:31,00:23:15:22,1キロ超えぐらいですね そんなもんなんですね カモってね えぇー 笑ってらっしゃるの どうしました ちょっといいね,Violet
相馬,00:23:15:27,00:23:28:48,モズ この辺はどうなんですか? 私は分からないですよね この辺、私はわかんないですよ。モズね、早煮えする鳥ですよね。,Violet
藤井,00:23:28:52,00:23:32:07,はや煮えって何ですか?,Rose
藤井,00:23:32:12,00:23:36:32,ミイラ化したご飯ですね。 ミイラ化したご飯? ミイラ化したご飯?,Rose
相馬,00:23:36:36,00:23:42:17,あのあんだからあの もうずっていうのは早にと言って 捕まえたご飯をビーフジャーキーみたいに カエルとか昆虫とかを枝にさして乾かしてするのとかビーフジャーキーみたいにして 食べる,Violet
藤井1,00:23:42:22,00:23:42:59,見た。,Lavender
藤井,00:23:42:59,00:24:00:46,あらまあそんな酒飲みのお酢みたいになってるじゃないですか どういうことですか なんでそんなことするんですか 保存とかですか,Rose
相馬,00:24:00:50,00:24:07:45,保存ということだと思うんですけどでもなんかそれがメスからの売れ好みに関わっている とかいう研究もあるって聞きますけど,Violet
藤井,00:24:07:50,00:24:16:34,うまく保存できるほど持てるみたいな うまく保存できるほどモテるんだからもう早にめっちゃ作れる推しです すごいですね 私ちょっといっぱい保存食上手に,Rose
相馬,00:24:16:39,00:24:22:54,そうですよね,Violet
相馬,00:24:22:59,00:24:27:39,キュンってなってますよ、これ。キュンってなる。 キュンってなってますよね モズは変な鳥なんですよ。メスも歌うし。,Violet
相馬,00:24:27:46,00:24:39:26,そうなのね。 あと、モズって確か他の種の鳴き真似もできるとか、 色々ちょっと私は不思議な鳥だなぁと思いました。,Violet
藤井,00:24:39:31,00:24:41:29,他の種もこういう真似できるんですか?,Rose
藤井,00:24:41:34,00:24:46:09,いや、鳥も結構いるんですよ、そういうやつ。 どういう機能があるんですか?他の種まで真似るっていうのは。,Rose
相馬,00:24:46:14,00:24:53:57,色々あるらしいんですけど、一つは捕食とかそういうので、,Violet
藤井,00:24:54:02,00:25:02:54,そういうことね なんていうんですか、他の鳥になりきった方が自分がバレないみたいな、そういうような。 自分がバレないみたいな,Rose
藤井,00:25:02:59,00:25:13:08,あと、いろんな鳥の歌を歌えることで、自分すごい声真似上手ですみたいな。 そういうじゃないですか モノマネ芸人みたいな,Rose
相馬,00:25:13:13,00:25:18:37,ものまね芸人も出る鳥みたいな。いや、僕はないです。 だからできる奴がいるってわかるんですけど、 人間だってそうじゃないですか 人間のそれこそオペラ歌手みたいな人とかってすごい何でもできるけど でもそれなんでできるかわからないっていうのと一緒で,Violet
藤井1,00:25:18:42,00:25:23:40,そういうのが芸人で。,Lavender
藤井,00:25:23:45,00:25:38:11,モノマネができる鳥は魅力的っていう とも言われますけど どうなんですか モノマネばかりしてて 自分の声があるのか 音楽家だとそういうことを気にしちゃうというか,Rose
藤井1,00:25:38:16,00:25:44:40,ね。,Lavender
相馬,00:25:44:45,00:25:53:28,なるほどなるほど ちょっとオリジナリティもないとダメみたいな 自分の好きな歌手のミュージシャンならヒーローがいたりして真似するんですけど、 日本の好きなのが主だと。 入社ならヒーローがいると。,Violet
相馬1,00:25:53:33,00:25:54:18,なる。,Lavender
藤井,00:25:54:23,00:26:10:39,でもモノマネしてたらいつまでたってもオリジナリティがないっていうか。 鳥ってオリジナルできないと思うんですよ。 なんかモデルがないとダメだから、缶コピに近い方がかっこいいみたいな。 なんか面白い概念ですね。勘込みに近い方がかっこいい。,Rose
相馬,00:26:10:44,00:26:22:08,だって鳥にやっぱりクリエイティビティってあんまりない、そういうのが でも逆にそれできる鳥いるかもしれないんですけど、照明しにくい 真似してるんだったらモデルとの対比でこれを真似してるからコピーしてるってわかるんですけど クリエイティビティなのかランダムなのかっていうのは照明しがたいし、知らないモデルがあるかもしれないから 鳥でクリエイティビティがすごくあるサイズで歌ってますみたいなのを 証明するのは結構難しいかもしれないですね,Violet
相馬1,00:26:22:13,00:26:28:25,あんまりない。,Lavender
相馬1,00:26:28:30,00:26:35:01,って後から。,Lavender
相馬1,00:26:35:06,00:26:43:52,分かる。,Lavender
藤井,00:26:43:56,00:26:47:07,私が言いたいのは、音楽の起源シグナル仮説というのがありまして、 どれだけそのシグナルとしての強さを持っているかというか、 例えばですけど、個体の独自性を表すようなシグナルが出てたら、 結構人間の表現に近い、想像的な表現というか 最初はモノマネフェーズでアーティストの人って ドラマもそうですけど真似するんですけど どこかから言ったらあの人しか出ないよね、あの人はみたいな その人独自の信号として他個体と違うという識別できるみたいな 信号が出ていると結構強いなっていう印象を持っていて シグナルみたいな知覚ってされるのか それをクリエイティビティとちょっと違うかもしれないですけど なんかこう 鳥の声の中からそういうアイデンティティじゃないですけど,Rose
相馬1,00:26:47:12,00:26:52:42,で、歌ってます。,Lavender
藤井1,00:26:52:47,00:27:02:20,私っていうのは、この機嫌良くなるってどれだけなる？,Lavender
藤井1,00:27:02:24,00:27:22:08,例えばです。個体の独自性を表すようなシグナルが出てた。結構人間の想像、創造的。,Lavender
相馬,00:27:22:13,00:27:53:48,アイデンティティーはあると思うんですけど 鳥の場合結構アイデンティティー用の鳴き声っていうのは ボールって言って、また別で使ってる、いわゆるカラスが「アーッ!」ってやってる、 あれですけど、あそこにアイデンティティが入ってることが多いので、そうすると…,Violet
相馬1,00:27:53:53,00:28:01:23,と思うんですけど。っていうの。,Lavender
相馬1,00:28:01:27,00:28:05:07,を。,Lavender
相馬,00:28:05:12,00:28:14:25,ええ ちょっともでほんとですかあのああってやつですか だって、カラスが「アーッ!」って言ってたら、今度聞いてほしいんですけど、 カラスが「アーッ!」って言ったら絶対誰かが答えるんですよ。 こう送るってやつですね そうそうそう でも例えば10話ぐらいいても 必ずみんなが答えるわけじゃなくて 特定の答えが答えてますよ,Violet
藤井1,00:28:14:30,00:28:17:08,ちょっとかか。,Lavender
相馬1,00:28:17:13,00:28:26:30,ちょっと。,Lavender
藤井1,00:28:26:35,00:28:29:03,こうこうするって。,Lavender
相馬,00:28:29:08,00:28:37:58,なるほど なるほど ってことは聞いてたら 例えばあれだって私もそうじゃないか 誰かの声ってわかるじゃないですか なれちゃんが呼んでるみたいな だからちゃんとあれ 泣き合ってるのはコンタクトポールって言いますけど だからそこにIDは,Violet
藤井1,00:28:38:03,00:28:40:24,なるほど。,Lavender
相馬1,00:28:40:29,00:28:45:42,から。,Lavender
相馬,00:28:45:47,00:28:52:12,ちょっと待ってください。それもうちょっと聞いてないですけど、その、めっちゃ掘りたくなるんで。 個体情報が入っているんじゃないかな もう一度聞いてください,Violet
