Speaker Name,イン点,アウト点,文字起こし,色選択
山本,02:03:32:08,02:03:32:21,そうそうそう。,Violet
大津留,02:03:32:21,02:03:34:16,さんとか何。,Violet
吉田,02:03:34:18,02:03:36:18,ですかね、内々で。,Violet
大津留,02:03:36:20,02:03:39:00,特に社宅なんかね。,Violet
吉田,02:03:39:02,02:03:43:15,逢坂そうすると。 逢坂ちょっとね、やっぱりね、そういう部分とは違うんだなっていう感じはするんですよ。 人との距離がね。 もっと近い感じがしてる。,Violet
不明,02:03:43:15,02:03:49:15,ですよね。 それは日本の。,Violet
山本,02:03:49:17,02:03:51:05,それは日本の興味深いとか不思議なところですよね。本当にね。,Violet
吉田,02:03:51:05,02:04:02:04,よね。 大阪と大阪、ちょっとやっぱりね、そういう部分とは違うんだなという感じはするんですよ。 人との距離が近い感じですね。,Violet
山本,02:04:02:06,02:04:07:06,確かにそれはありますね。あるかもしれない。,Violet
D,02:04:07:08,02:05:32:05,今、日本の個人主義が未熟みたいな話になってたのかなと思うんですけど、ちょっと民主主義の民主主義なるもの、民主主義性みたいなものっていうのが社会の制度だけじゃないよねみたいな話があって、それが輸入のために連れてきて、時間差がある。 日本は時間差があったんですけど、僕はちょっと遡る形で改めて立場の話を少しされていましたけど、何か結局いい感じで充てられることができれば、それは人類にとって理想の民主主義の形なのか何なのか。 あとはアメリカのREVOLUTIONARYみたいな形の話もそっくりそのままヨーロッパの真似を完コピした。 来てやった方がいいんでしょうね。 その辺の理想像みたいなのがあって、それをどうにかこうにか定着させようとしているのか。 その辺モデルが日本は今モデルが失われたという話ですけど、何かモデルをロンドンモデルのモデルはみたいな話がもし可能だったら、ちょっと聞いてみたいなと思ったんですけど。,Violet
山本,02:05:32:07,02:05:34:14,歴史を遡っていくっていう感じ。,Violet
D,02:05:34:16,02:05:47:12,そうそうそうそうそうそう。 なんかお手本をずっとあり続ける。 ってことなんですけど。,Violet
大津留,02:05:47:13,02:06:36:17,でもあえて言うならば、アメリカはヨーロッパを真似したんじゃなくて、ヨーロッパを否定したアンチテーゼ、ヨーロッパでない形がアメリカだっていうようにしても。 アメリカが先で、フランス革命が後だよっていう認識を持っているので、何かこう自分たちの手に権力を戻すとかっていう意味では、ヨーロッパはアメリカより遅れてるんだっていう、そんな意識ですかね。 そういう一番上というのが、今まで抜け切れなかったのが今の悪い状況の原因になっているのかもしれないんですけども。 建物はすごいですよ。 建物はワシントンの建物ですね。 そのままそのまま持ってきたのっていうんだけども、心は否定してるんだよっていう、その何かじゃあだっことをやめれ。 と思うんですけども、ある意味何かこうかなわないんだけども、でも負けたくないという、そういうところがあるのかなと思い。,Violet
吉田,02:06:36:17,02:06:38:04,ヨーロッパのマネッコじゃんという感じが。,Violet
大津留,02:06:38:06,02:07:00:00,がそのまま持ってきたのだけども、心は否定してるんだよっていう、その何かじゃあ、建物も止められなかった方がいいと思うんですけども、ある意味何かこうかなわないんだけども、でも負けたくないっていう、そういうところがあるのかなと思います。,Violet
吉田,02:07:00:02,02:09:43:23,トランプタワーはあれほど非ヨーロッパ的な感じのものはないので、そういった意味では初めて。 そのコンプレックスを解消しようとしているのかもしれないですよね。 だから大変なことにむしろなっている感じがしますけど、どうですね。 ヨーロッパで言うとヨーロッパ。 そうですね、ヨーロッパ近代いつから始まるかっていう話はしですけど、それがルネッサンスだとしたら、ルネッサンスは明らかにやっぱり古代ギリシャの文明、文化、考え方というものを再考して、ルネッサンスって再生するっていう意味ですから、そのヒューマニズムっていう考えとか精神というのを再び見出して、それをやっぱり中世的な秩序が崩壊しつつあったんですね。 封建制度というのが崩壊しつつあって、それでルネッサンスが崩壊を加速させたっていうところと、もはやすでにモデルとして立ち行かなくなったので、ルネッサンスが出てきたって、両方の関係がありますけれども、温故知新じゃないんですけども、やっぱりそういった意味で、やっぱり古代ギリシャそれから国によってはローマ帝国ですね、ローマ帝国を参照する国もありますけど、ラテン系はやっぱりローマ帝国を参照するっていうのがありますけれども、そういうことなんだろうというふうには思いますけど、やっぱり民主主義が基本的に発展したから、その後、絶対王政の時代がヨーロッパ には訪れて、で、封建制は崩壊して、今度は絶対王政が出てきた。 今度は絶対王政に対してどういうふうに王政をコントロールするのか、暴政をコントロールするのかっていうことで、議会制民主主義が発達をしてくるわけですね。 ところが、議会制民主主義って誰のものだったかっていうと、貴族とかブルジョワのためだったわけですよ。 がたまにしか招集しない議会をちゃんと常設にして、議会が承認しないと王の決定っていうのは下せないようにどんどんしていくわけですね。 だから、あれは議会制民主主義って、実は民主主義というよりも貴族制の名残なんですよね。 で、その上に基本的に前の議会制民主主義があるので、もちろん議会の門戸というのはどんどん開いていって、いろんな人が議員になっていく。 選挙権の拡大、さっきしましたけどっていうのは確かだったんですけど、議会制民主主義って実は貴族制がもたらしたものなんですね。 だから、そのフォーマットの中で民主主義をやってる限りは大きなものですよね。 こうバージョンアップ民主主義のっていうのは訪れないんじゃないかっていうふうには思います。 だから、そのフォーマットの中で民主主義をやっている限りは、大きなこうバージョンアップ民主主義の訪れないじゃないかっていう風に。,Violet
山本,02:09:44:01,02:10:39:04,今のご指摘は本当によく腑に落ちるところで、政治家にいつも不思議に思うんですけどね。 僕の仲いい人とかで政治家に立候補したいっていう人は、政治学部の先生はいらっしゃるかもしれないけど、いないんですよね。 つまり、どういう人が政治家になってるんだろうって、いつも選挙のたびに思うんですよね。 うん。 それってこんなに私らの代表とか代弁なのかなとかって思ったりする。 だから現代の議会民主主義が貴族制だとまでは言わないけれど、その比喩で見ると随分と見えてくるところもある。 あくまで議会制民主主義っていうのは民主主義の一つの政体のあり方なのであって、それが民主主義の全てではないっていうのは偉い先生がよくおっしゃってることですけど、まさにそれをもう一回再認識させていただける吉田さんの話で腑に落ちましたね。,Violet
大津留,02:10:39:06,02:11:05:21,だけどね、政治家を目指すすための学校で、政経塾とか一生懸命普通の人でも目指すことができるんだっていう、それを作らなければいけなかったということが裏返しとして、そういうのが何かなければ、政治家というのは道がつながる。 どこにがどう繋がってるか分からないようなものだったんだろう。,Violet
山本,02:11:05:21,02:11:06:15,ないような、そうなんですね。 ある意味、地方議会とかはそれがまた見えやすいっていうふうに思うんですけど、衆議院、参議院の国会議員になってくるとね、例えば市民団体が推した人とかもなかなか通らないわけですよね。 ってなってくると、いったい誰が政治家になってね、やろうって。,Violet
大津留,02:11:06:15,02:11:07:13,そうだったんだろうな。,Violet
山本,02:11:07:13,02:11:26:21,を得ないですよね。,Violet
吉田,02:11:26:23,02:12:35:22,僕の教えていた学生がそんな調査をやってて、今の90年代から今までの自民党の参議院、衆議院の議員のプロフィールを全部調べて、それと似たような有権者の割合がどれくらいかっていうと、5ぐらいしかないですか。 つまり男性です。 官僚出身です。 あるいは親戚が政治家ですかっていう。 で、政治学に技術的代表っていう考え方なんですけど、自分と似たような存在が、やっぱり代表が政治家になってると、やっぱり自分たちが代表されている。 で、それが代表制民主主義ってものですけど。 という、ある種感覚を得られるんですけど、やっぱり自分と似た、ある程度似たような存在が政治家やってるんだ。 同じようなキャリアとか、あるいは経験人生だった人が政治家やってるとやっぱりなれるんだと思うけど、そういった、やっぱりこれは社会でもね、人生でもそうだと思うんですけど、モデルってモデルケースがあるかどうかっていうのは、やっぱり大きく変わってきますよね。 その国の民主主義下において。,Violet
不明,02:12:35:22,02:12:43:02,その国の民主主義が。,Violet
大津留,02:12:43:04,02:13:27:18,何か一般的に全てのケースでこの似たような出すっていうのは難しいかもしれないです。 例えばジェンダーだけで言うならば、もう少し女性が選ばれてもというところではいろいろやってますよって言って、繋がらないけれども、そういうプロアクティブな働きかけっていうのは社会にとっていいことだと思われます。 でも、何かそういう取ってつけたような、何かやったからと言って、それが定着していかないよみたいなと。 どう思われますか？何かすごくポジティブに評価される意見も聞くけども、あんなことやってっていうネガティブな声も聞かれたり。 どう判断し。 両方だってそんな特殊なことをそれだけやって、一人通したからと言って、それで広がらないんでしょう。,Violet
山本,02:13:27:20,02:13:29:18,ネガティブな声ありますか？ それがあなたの。,Violet
大津留,02:13:29:20,02:13:37:13,なんて、そんな特殊なことをするだけやって、一人通したからといって、それがないと思うんですよ。,Violet
吉田,02:13:37:15,02:15:07:06,なんていう面白い政治経済学者がいるんですけど、彼が反動のレトリックっていう本を書いてて、昔から現代に至るまで、どういう言説が反動としてこう流通するかっていうのを類型化してるんですけど、一つはそういう風に改革改革をしたり変えるともっと今よりダメになるっていう考え方と、もう一つやってもどうせそんなことで変わらないよっていうのが古今東西、人類が乗ってきた一つの反応なんですって。 でも確かにそれね、人間神じゃないので、それがどういう結果を本当に生むかっていうのは分からないと思うんですけど、じゃあ人間って動物と違うのは、環境とか機会は与えられている。 でもそういう能動的にやっぱり働きかけて、何とかこうにかより良い環境とか。 条件を自分の手で作り出していく。 もっと平たく言うと、自分の運命は自分で作るってことだと思うんですけど、それで、ある種のどうせそんなことやってもっていうのが、やっぱり人間性の大きな人間の条件を諦めてることになるんじゃないかというふうに思いますよね。 これは別にリベラルとか主義とか、そういう堅苦しい話じゃなくて、やっぱり人間がどういう本来的に能力を持っている動物なのかっていうことを考えると、やっぱりうまくいかないかもしれないけど、とりあえずやってみようっていうところに行き着くんじゃないかななんいうのは、いつも学生にはそういう風に言ってますけど。 なりますね。,Violet
不明,02:15:07:06,02:15:14:22,に言ってますけれども。 うん、そう思いますね。,Violet
大津留,02:15:15:00,02:15:17:22,でも批判を受けるとますよね。何か。,Violet
山本,02:15:18:00,02:16:21:16,うん、そう思いますね。 私も。 ね。 気持ちはなりますけどね。 うん。 そうそう。 良いとか悪いとかじゃなくて、いやむしろそういうもんなんだって賛成するの。 民主主義とかって言っているっていうのは、その不均衡に権力関係が配置されてたり、何かこういびつだったりする時に、何か違うと思いますって言って、こう変える、参加化して変えていく、あるいはその余地を広げていくってそういうことって。 だから先程も言いましたけど、そういうもんっていうか、人間ってそういうことするんだっていうふうに思うんですよね。 だって、その友達が喧嘩してたら何かおかしいぞとかなりませやん？そういう関係なしに別に人間関係が築けないっていうに思うから、何か変なリーダーとあいつやなとかって言うわけだし。 それと一緒で、うん、いやいや、明らかにね、差別と言い得る不均衡がある場合、それは直していくっていうのは、むしろいいとか悪いとかっていうより、直していって当然なんだっていうふうに思いますけどね。,Violet
吉田,02:16:21:18,02:17:02:02,それってそういうゲームなんだと思うんですよね。 双六でもいいし、あるいはな、ボードゲームでもいいんですけど、結果って分からないよ、運なんてね、結局。 でもそのゲームに参加をして、ゲームの中で勝てるかどうか分からないけれども。 仲間とプレーしながら勝てるようにする。 結果、わかんないけど、そういうそもそもそういうものだと思うんですよって。 他に他に人間として何ができるんですか？ の他に他に人間として何ができるんですか。,Violet
大津留,02:17:02:04,02:17:13:21,すごく皮肉だなと思うのは、グローバルジェンダーギャップレポートっていうのを毎年6月ぐらいに、多分次のでるんですけども、政治のところの日本の数字が上がりますよね。 一人ですね。 でもジェンダーギャップってあの人のせいで広がってるように思うんですけども。,Violet
吉田,02:17:13:21,02:17:15:01,首相が。,Violet
大津留,02:17:15:03,02:17:15:12,来る。,Violet
山本,02:17:15:12,02:17:16:22,上がるでしょうね。,Violet
大津留,02:17:17:00,02:17:26:00,そうですよね。 だから、そういう環境の中であそこまで行こうと思ったら、そういう行動をとらざるを得ない方が男けども、生物学的には女性なのでギャップが狭まったっていうふうに世界に数字が拡散されることの何か。,Violet
山本,02:17:26:02,02:17:31:01,ご自身も昭和の男性政治家のようなところがありますからとおっしゃっておられました。,Violet
大津留,02:17:31:01,02:17:50:05,おられました。 そうですよね。 そういう環境の中であそこまで行こうと思ったら、そういう行動をとらざるを得ない方がでうけども、生物学的には女性なので、ギャップが狭まったっていうふうに世界に数字が拡散されることの違和感。,Violet
吉田,02:17:50:09,02:18:20:20,僕、それをお伺いしたいんですけど、僕ちょっと違和感があって。 というのは、ある種フェミニズムが目指してきたものって女性性の規定性じゃないですか。 つまり、女性がどうあるべきなのか、女性たちが決められるという考え方ですよね。 で、たまたま高市さんみたいな生物かけてた女性の人達が。 で、一方で昭和のオヤジみたいなところがあると言いながら、トランプだったらすごく女性っぽく振る舞ったりするわけ。,Violet
大津留,02:18:20:21,02:18:23:22,たんです。だからそれが昭和のオヤジが好む女性像だと私は。,Violet
吉田,02:18:23:22,02:18:57:15,なるほど。 で、彼女はかなり意識的に女性性を使ってる部分があって、そういった意味では実はジェンダーに対してニュートラルな、主体的に喜ぶ女性像をやっているというところが少なからずあって、あれはあれでちょっと多くのフェミニストが期待した女性政治家ではもちろんないんだけれども、日本のフェミっていうか、日本の女性の到達点であることは確かなんじゃないかなと思っ。,Violet
大津留,02:18:57:15,02:19:23:22,確かに、女性が総理大臣になったという客観的な記録が残って、つまりそれは客観的にはドアが開いたということで、次に行く人たちにとってみれば、ドアは開いてるみたいな、そういう意味では開いてくれたことに対しては評価をせざるを得ないと思うんですけどね。 でも、政策的には。,Violet
吉田,02:19:24:00,02:20:12:14,そうですね。 逆に言うと、これ先程の記述的代表の話とも関係するんだけど、女性だからこういう政策を進めるはずだ、男性だからこういう政策を進めるはずだという、ある種属性と何を言うか、どう行動するか、どういう政策を志向するかっていうのがむしろ違っててもいい、違うこともあるんだということを知らしめてくれたっていう意味ではすごく進歩なのかなと。 あるいはポストフェミニズムっぽいのかなというふうに思うんですよね。 だから僕はそういった意味では実は歓迎してるんです。 あのにて女性高市首相が誕生したっていうのは、我々の民主主義上のある種刷新になるんじゃないかっていうふうに思ってます。,Violet
大津留,02:20:12:16,02:21:16:19,そうですよね。 いや。 アメリカの選挙の、何て言うんすかね、選挙区割りをするときに、マジョリティーマイノリティー選挙区っていうのを作ったんですよね。 必ずマイノリティの候補が選ばれるだけの、マイノリティの有権者のいる選挙区を作ると、ものすごい格好になって違憲の判決が出たりもしたんですけども、やっぱりその時も同じような同じ姓だったら、同じ政策のイデオロギー的にも政策的にも効果を期待できるのかっていうと、それって違うんじゃないか。 だけど、もうその時の議論は、だけど、それ以外のもので一致させるものがないんだから、せめてそこで一致させることで少しでも発言力が増すことがあるんだとしたら、それはやるべきだっていうところでやっていたんですよね。 でも、本当におっしゃる通りおんなじ。 例えばアフリカ系であっても、全然価値観が違う人っているわけなんで、難しいですよね。,Violet
吉田,02:21:16:21,02:22:11:17,難しいですね。 だから男性だから、女性だから、マイノリティだから、あるいは労働者だからっていう、その何だからっていう、やっぱりある程度の予見と偏見に基づいてるわけですよね。 それを一回一回やっぱり括弧に入れてないと。 各個人の平等な存在。 同じ権利を持った存在っていうのをちょっと考えにくいというのは確か。 もちろん、属性による山本さんの言葉が、権力の配分の不均衡っていうのは当然ながらあるんだけれども、その属性だけに基づいて、その民主主義の構成員であることを決めるということの一方のマイナスもあるんじゃないかとは思いますね。 と思います。,Violet
D,02:22:11:19,02:23:46:22,ありがとうございます。 また、後半もあっという間に過ぎまして、そろそろ次のテーマに行こうかなと思うんですが、今の話を聞いていると、こう残りやすい人に投票するという、当然そういう意味で開かれてきているというか、民主化されて、それこそ民主化というような意味が持てますけれども、政治が民主化されてきたのかなという気もする一方で、何かその。 今が政治のエンタメ化でもあり。 ポピュリズムみたいな話もあるんですけど、一方でちょっと経済の話に話をスライドさせることは、その場所が世界初の先物取引市場があった堂島でもありですね。 何かそれこそ今、資本主義と民主主義って、双子のようにアメリカなりヨーロッパの民主国家ではない話ですけど、資本主義の話でもう無視できないというか。 民主主義を語る上で無視できない、というか、何かこの辺どうですかね。 もう完全に飲み込まれていたという状況なのか、どういう関係なのかという、これをまだあえて山本さんから聞いてみようかなと思うんですが、いかがでしょうか。,Violet
山本,02:23:47:00,02:25:58:23,と、欲望の資本主義の。 資本主義と民主主義が相性よく見えるっていうのは、まあその通りなんでしょうけどね。 歴史振り返ると。 別に社会主義国だって民主主義だって言うわけだから、それの関係がどうなってるのかっていうのも話題にはなるかなっていうふうに思いますね。 現代において、その資本主義と民主主義、資本主義が民主主義を飲み込み始めているっていうのは、確かに当てはまる部分がいくつかあるっていうふうに思います。 現代において資本主義と民主主義、資本主義が民主主義を飲み込み始めているというのは。 どういうことかっていうと、その私らの投票行為っていうのが、消費者としての行為に限りなく似て見えてしまうっていうところですよね。 それは別に悪いことなのかっていうと全然悪いことではなくて。 だから。 どう言ったらいいんでしょうね。 資本主義に飲み込まれることが飲み込まれてるっていうことが一体どういう点で問題なのかっていうのを洗い出す必要があって。 もちろんどうしたらいいんでしょうかね。 選挙の結果まで賭けの対象にするとかね。 そういうのは倫理的に云々ということは可能かもしれないけど、むしろその資本主義を支えていく自由の理念っていうものは、投票行動であったり、私たちの日々の政治参加にとっても大切なものですから、飲み込まれてるっていうよりは、やっぱり常に緊張関係を持ってて、今の私たちの行動っていうのを縛ってるというか、規定してるというふうに理解しますけどね。 GMどうでしょう。 うん。 まず口火を切ったぐらいのもんですが。,Violet
吉田,02:25:59:01,02:28:13:02,久々とさっきの貴族制、あるいはブルジョア階級社会の名残が議会制民主主義だというふうに言いましたけど、そもそも論で言っちゃうと、ではなぜ例えばブルジョワは王権を制限したかったのかっていうと、商業の自由、それから私的財産の所有権、これを守るためにそもそも民主化って始まったんですよね。 だからそういった意味では、実は民主化と資本主義って最初からある種緊張関係をはらんでいる部分もあるし、ある種、資本主義が民主化を促進させたっていう部分があると思うんです。 ちょっと前にプーチンに結果的に暗殺された何万の言っていましてね、民主活動家で彼で、僕すごく不思議だったのが、彼は殺されるってことを知ってて、ロシアに帰国するわけですよ。 ドイツで暗殺され、戦争になってね、治療してロシアに戻るんですね。 僕、それがすごく不思議だった。 なんでこの人はそんなことできるんだろうというね。 彼の自伝を読んだんですけど、面白かった。 彼が自由っていうものを最初に知ったのって、ペレストロイカがあって、アメリカから作文広島の話じゃないんですけど、ガムが入ってきた。 で、ソ連製のすごい粗雑なガムに比べてすごくおいしかった。 これが自由な味だっていうふうに言うんですよ。 で、で、それを守りたいと思って、自分は民主化、民主化、民主化の活動家になったって言いんですけど、やっぱり資本主義がやっぱり内在させてる人間を解放する。 先ほど言った属性とか階級からっていう部分と、故に金を持ってる奴の方が偉いっていう、あるいは権力を持っちゃうで、それは民主的な権力ではなくて、政治的な権力じゃなくて、やっぱり経済による権力ですよね。 そういった意味では常に民主主義と資本主義って緊張関係の部分もあるし、一方で共犯してる部分もあるし、それゆえにいつも資本主義を考える時は民主主義の問題を考えなきゃいけないし、民主主義の問題を考える場合は資本主義の問題も考えなきゃいけないという意味では、 こうある種双子みたいなものなんだろうなというふうには歴史を見て。,Violet
大津留,02:28:13:02,02:28:51:01,そこで一生懸命働いてるんだけれども、でもやっぱり資本主義の中で、いわゆる日本でいうと負け組のような形で、自分で自分のことを支えきれない人がいる時に、社会がそれにどう対応していくのかっていう、そういう隙間が必要ですよね。 だから政治が100%資本主義に重なるのではなくて、そういう社会保障の枠をどこかから絞り出しながら、トータルな政治をやっていかなければいけない。 そうというか、どこまで守られていくのかなっていう。,Violet
吉田,02:28:51:03,02:30:06:00,立憲主義的民主主義というよりも、これは立憲主義、法の支配ということだと思うんですけど。 つまり一人1票あります。 あるいは表現の自由が保障されています。 報道の自由が保障され、知る権利が保障されてますって、それって属性とか金持ちとか貧乏に関係なく与えられている権利ですよね。 それがやっぱり民主的な社会のある種のベース、土台を結果的に作っていくっていう風になるんですよ。 正直、あまりにも住みすぎると、それは経済力が、資産が、政治権力と癒着を今のトランプ政権みたいにそういうことになってしまうので、そうではなくて、我々にはお金はないかもしれないけど、声を上げることができる、あるいは公共の場で集会をして、反対の声を上げることができる。 それはやっぱり憲法で保障されてるから、そういうことができるわけですよね。 そういった、やっぱり立憲主義が本来的に資本創造とか、そう考えと民主主義と資本主義じゃなくて、立憲主義と資本主義っていうものが対立鋭く対立するのかもしれない。,Violet
大津留,02:30:06:02,02:30:16:21,の中でもアメリカもそうですけども、巨大なお金を持ってる人達が政治に1票以上の影響力を及ぼすことができるようになってくると、なかなか力のないものっていうのが誰にどうケアをされていくのか、日本も含めて心配なところかなと思います。,Violet
吉田,02:30:16:23,02:30:17:08,そういうことですよね。,Violet
大津留,02:30:17:08,02:30:30:18,ことができるようになってくると、なかなか力がないものっていうのが、誰にどうケアをされていくの？日本学みたいな心配なの？,Violet
吉田,02:30:30:20,02:31:51:20,先程の新自由主義からの転換みたいな話と関係するんですけども、例えばやっぱりリーマンショックがあって、991%みたいなオキュパイウォールストリート運動もあって、それでやはりガーッとここにきて資本主義を抑制しなきゃいけないっていう方向に逆に振り子が触れたわけです。 それが今の国家資本主義的な、つまり国が前面に出て、それは高橋政権も言ってますけれども、いろんな投資を、これをやっていかなきゃいけない。 アメリカ、アメリカでこのままだ、中国に収奪されるわけにはいかないって言って、国境の壁を高くする。 ヨーロッパはヨーロッパで今アメリカに完全にAIとかそういうので出遅れてるので、EUとして投資をしていこうというふうになった。 日本は日本でこのままだと衰退をしていくので、国が民間じゃなくて企業でなくて、国が主導して、率先していろんな産業セクターに投資をして、国家資本主義の時代に今なってきてるんですよね。 で、それがやっぱりあまりにもその、だから何事もニュートラルじゃないので、良い悪い面と悪い面があるとは思うんですけれども、そういう反資本主義というものに対して国家が今再び強い国家って言うのが顔を覗かしている局面に入ってきてるんじゃないかと思います。,Violet
山本,02:31:51:22,02:33:22:20,他方で、有権者とか市民の視点から見ると、やっぱりほら、ニーサどんどんやりなさいよとかね。 あなた方は皆さんご自分で資産運用するんですよ。 無年金にならなくて当然ですよとまで言わんばかりの状況で、要は選挙で選ぶにしたって、公共の場所で議論するにしたって、要はそれって結局どういう点が美味しいの？ って。 要はちゃんと僕らが生きてる間に利益ちゃんと返ってくるのって、そういう投資家マインドとまでは言いませんけれども、非常に短期的な利益を、あるいは利益の幻想を与えてくれる人たちに、どうしたって飛びつかざるを得ないような状況っていうのがあるんだろうっていうふうに思いますね。 その辺を、これはだから、制度やシステムというよりは、政治家たちの人格とかのレベル、あるいはメディア表現のレベルですけど、そういったところを非常にうまくつかんだ言葉を今の政治家さんたち、やっぱりプロやなと思いますけど、うまく選んで使っておられるっていうところがあって、それに飛びつくのか、飛びつくっていう表現がいいかわかんないけどね。 でも、そこに期待せざるを得ないところに追い込まれてるっていうふうには思いますね。 それもやっぱり資本主義の一つの結果、現代資本主義の一つの結果なんじゃないかっていうふうに思ってますけどね。 精神的には。,Violet
吉田,02:33:22:22,02:33:39:00,政策を見て投票しようってよく言うじゃないですか。 おそわれるじゃないですか。 あれが教えるじゃないですか。 それって実は僕は民主主義的じゃなくて、資本主義的だと思うんですよ。 つまり、メニューがあって、どれが最適か自分にとって選ぼうねっていう考え方ですよね。,Violet
山本,02:33:39:05,02:33:40:08,いい消費者になりましょう。,Violet
吉田,02:33:40:10,02:34:29:17,そういう感じですよ。 賢い消費者になりましょうと。 実は全く同じロジックで、だからこそそういう言説が流布すると思うんですけど、僕はそれは反対で、やっぱり信じる力と、むしろ、あるいはこれを実現したいんだという思いがあって初めて政策っていうのが出てくるので、そういう。 さっきの教育の話とも関係するんですけど、こういう社会に生きたいんだっていう、自分が自分の力だけでは物事は変えられないので、仲間を見つけてこういう社会を実現していけるんだっていうことを、子供の頃からそういう欲望を持っていいんだよっていうことを教えられてるかどうか。 日本であんまりそういう機会ってないんじゃないかと思うんですね。 そこに例えばアメリカと比べたらすごい違いがあると思うんですよね。 そこところはアメリカと比べたらすごい違いがあると。,Violet
大津留,02:34:29:17,02:35:12:11,変なところ。 そういう価値に入り込むと歪んでいる。 偏向教育であるとかそういうことを言われたくないので、教科のレベルより先に行こうとしないで、その子供たちがお互いの価値観を言い合って喧嘩するような状況になってもいいはずなのに、学校で喧嘩をするなんていうことはやっ。 っていうので、こう枠にはめて。 何を怖がってるのか、誰を怖がってるのか、逆に誰がより良い教育って何なのかっていうことを出していくということができているのかっていうのが。,Violet
吉田,02:35:12:12,02:35:17:19,てる。変更しないで生きていけるってなんで思えるのかすごく。,Violet
山本,02:35:17:21,02:36:19:14,本当にそれが教育なりそうね。 若い子に向けてはそういう風になってますよね。 若い頃はほんとにほんとにいい意味じゃ本当にいい子なんだけど、本当にポジティブなことしか何と言っていいのかな。 批判のし方をあまり上手じゃない僕、僕に言わせると上手じゃない。 うん。 だからいい子、いい子は言えるけど、うん、それってこれ足らんし、これはどうなの？とかっていうと、何かネガティブなこと言ってる人に見えちゃうんだよね。 でもそれって実はそれこそ討論や議論には絶対必要なことだから、それをね。 だから議論をエンタメ化して見せる。 見せてきたら朝まで生テレビみたいなのが悪いんだと私は思うけど、やっぱりその。 場合によっては傷ついたりもしますよね、議論してるとね。 それをどう見せて、どう教えていくのかっていうのは、あるいは自分がどう実践していくのかっていうのは難しいところでね。 場合によって傷ついたりもしますよ、それはね。,Violet
